2030;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3418;0;0;0;110.0725619;13164.03079;1174.795605;59.44495238;4.637296753;21.50264518;47.69205121;302.5907073;0;0;0;0;0;0;18302.76661;2632.770112;15669.9965
COilFFuelExDies;0;68210.51218;0.001801233;0;55079.70425;1607.15679;2.374805467;6.446908505;37.70342105;3144.924321;344.6058976;2395.379884;2475.304976;63.1160488;292.6623149;407.8407427;1972.533626;7258.834822;922.6807748;18917.60872;0;0;228008.2789;391147.6711;371984.5182;19163.15296
NaturalGas;0;37188.7658;15807.28383;0;1692.24824;5753.938118;0;0;0;1.778252726;254.3982293;344.9912616;843.4049426;57.36746037;266.00673;393.15121;2024.944736;545.2384944;216.69532;372.8593967;0;0;0;65763.07203;65763.07203;0
Allbiofuel;0;0;0;2596.30719;0;3580.200476;241.3271171;655.1331742;3831.411891;287.2473052;4795.146293;15.0590429;57.09562728;341.8777921;1585.25047;9913.592729;3241.152819;9374.350925;184.9002046;16520.81678;0;0;0;57220.86983;57220.86983;0
Diesel;0;0;0;0;0;0;384.8924926;1044.871556;6110.716818;65.27460587;41.63394631;11.44679441;15.67951131;46.25922884;214.4990578;195.833753;622.7252666;36349.85843;28.49773974;0;0;0;3547.987993;48680.17719;48680.17719;0
Electricity;0;2117.690991;0.000727607;927.790571;206.1302017;12955.6551;199.4700495;541.5033679;3166.871293;672.151729;2926.818364;3669.52786;1643.330787;481.3072544;2231.769858;2573.266783;6839.598355;308.7911281;18285.61399;19135.12469;0;0;0;78882.41311;77574.46538;1307.94773
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;370088.0653;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11678.9581;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494222.7901;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77921.15029;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64389.91129;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30040.78396;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281049.7459;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13839.08541;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1099953.909;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41182.70934;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1997281.184;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;609281.8546;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8052014.776;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
