2018;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;8.414;0;0;0;0;4280.866632;0;0;0;117.2815241;9873.906435;1002.847452;172.86535;10.78604568;50.01373119;97.27622662;646.2297209;0;0;0;0;0;0;16260.48712;2594.835047;13665.65207
COilFFuelExDies;0;61274.97148;151.6674158;0;51006.86326;4337.33342;4.347955158;11.803438;69.02998425;3609.122897;243.5070448;1825.205489;2076.780775;73.40591467;340.3753137;355.9841872;1877.756268;7176.606421;694.7177559;26301.36123;0;0;84834.08625;246264.9265;223441.0994;22823.82712
NaturalGas;0;17717.10117;5073.033098;541.14984;2081.690862;14970.04587;0;0;0;16.6441029;1204.641136;740.1643603;2322.240808;145.2777566;673.6372974;875.8282217;4408.127697;1407.057235;199.3376067;596.5758282;0;0;0;52972.55289;39579.86249;13392.6904
Allbiofuel;0;0;0;3230.669839;0;2821.440592;152.2600906;413.3420133;2417.345918;313.5604087;3563.85283;11.34798679;64.89658504;382.2814523;1772.597888;9189.273889;3363.755061;4288.732227;180.8762077;21118.16389;0;0;1165.371425;54449.76831;53545.24772;904.5205854
Diesel;0;2232.573682;0.001532034;0.24937527;3.924166001;1720.424157;304.7557684;827.3235778;4838.432121;56.31032067;31.16435922;10.19519705;16.18321041;38.95421115;180.6264781;171.0679258;596.1844771;37847.6103;7.01300236;0;0;0;2526.428764;51409.42263;46986.73165;4422.690981
Electricity;0;1142.664252;61.87809561;648.4504463;173.8675253;8598.329659;123.8898708;336.3250896;1966.92825;618.1878141;2246.243552;2527.67839;1907.296911;394.016325;1827.011227;1959.809348;6094.273348;222.3659833;12321.653;12789.87442;0;0;13.26173083;55974.00524;53189.92931;2784.075932
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
