sector;2030;2050
Crude_oil;0.0;0.0
Liquid_fuels;0.0;0.0
Gas_fuels;0.0;0.0
Solid_fuels;0.0;0.0
Elec_heating;0.006708931211634184;-0.01878144578344576
Steel_Iron;0.005084861557605569;0.008004263205085405
NonFerrousMetals;0.005195861932113743;0.008359748197507955
Cement;0.006898871245512694;0.00915204992396279
OthMin;0.006968458412524026;0.009153256793167586
ChemicalPharma;0.01210742231359041;0.010403333208130583
Paper;0.00527946272479185;0.008435663991523068
Auto_industry;0.008383309571897035;0.009498640227071142
OthEquip;0.009759969573918337;0.009992602312130172
Electronics;0.009759969573918337;0.009992602312130172
Food_industry;0.008067148018046089;0.00930610222714523
OthManuf;0.00969428010759521;0.009963354179408634
LandTransp;0.01654395268034059;0.011592507887763226
NavalTransp;0.01860792173306991;0.014345521329176325
AirTransp;0.007327606987125979;0.008632473152944353
AgriForest_Fish;0.008338394602088739;0.009214603370217622
Construction;0.0;0.0
Property_business;0.007145979869750629;0.009034752762867582
Compo;0.007145979869750629;0.009034752762867582
