current_year;2030;2035;2040;2050
Crude_oil;0;0;0;0
Liquid_fuels;0;0;0;0
Gas_fuels;0;0;0;0
Solid_fuels;0;0;0;0
Elec_heating;0;0;0;0
Steel_Iron;982.778099264897;982.778099264897;989.370029518828;1212.68687736122
NonFerrousMetals;866.668610101203;866.668610101203;1012.49951201615;1275.66481542106
Cement;1119.40298507463;1119.40298507463;1158.20895522388;1447.76119402985
OthMin;938.603068664142;938.603068664142;981.028527380865;1057.95817309616
ChemicalPharma;1016.16979076915;1016.16979076915;1066.01662171049;1276.46324641445
Paper;979.544216981784;979.544216981784;1085.56847284484;2621.99304353105
Auto_indus;0;0;0;0
OthEquip;0;0;0;0
Electronics;0;0;0;0
Food_industry;0;0;0;0
OthManuf;0;0;0;0
LandTransp;0;0;0;0
NavalTransp;0;0;0;0
AirTransp;0;0;0;0
AgriForest_Fish;0;0;0;0
Construction;0;0;0;0
Property_business;0;0;0;0
Compo;0;0;0;0
