2017;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;10.54;0;0;0;0;0;0;0;0;3810.327313;0;0;0;0;0;0;111.5118936;11228.78834;290.4852884;975.9122726;151.0617786;8.819901837;40.8969341;0;97.14116889;37.19004499;3.24626422;8.376161525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16774.29736;2204.194995;14570.10237
CrudeOil;0;0;0;30294.03642;0;37131.07413;0;22198.19232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53903.71894;143527.0218;136029.2439;7497.777876
NaturalGas;0;8743.332887;2947.151268;1278.599075;0;1567.165114;0;936.9034809;0;12990.48092;0;0;0;0;0;0;3.944073336;1141.92304;409.7843006;576.9574529;2127.954042;148.3416271;687.844135;219.7445533;798.8173949;1304.960938;575.4264044;1484.741901;0;0;0;0;1535.980742;0;0;0;3.377420756;19.35304167;19.45473723;90.54547086;543.5981226;0;0;0;40156.38215;32409.49987;7746.882274
OthFossFuel;0;103.9804253;69.18652569;1596.575453;0;1603.569543;0;942.8624333;0;3739.102156;1.65659354;2.852424466;6.689842763;14.61054151;4.497171296;2.14797446;2845.36461;220.4631679;478.161072;1688.845071;3076.939687;69.567226;322.5757282;42.92323012;355.5075534;419.6780649;156.08068;402.7266106;0;0;435.8607383;904.3269486;0;0;2806.549293;0;20.97377445;120.1823404;120.8138695;406.6511437;6520.25257;0;0;9560.991311;39063.16577;34868.87796;4194.287819
OthBiofuel;0;0;0;0;2955.481799;0;0;0;0;2845.676171;160.136375;275.7326424;646.6807603;1412.343522;434.7238427;207.6362339;282.4518223;2812.68214;0;10.78294122;63.59409451;394.3538634;1828.576357;61.24275929;8745.346014;2134.607076;233.1696068;601.6350354;0;0;0;0;0;0;0;0;0;0;0;174.0334785;6451.871771;0;0;0;32732.75831;32732.75831;0
Diesel;0;1344.422101;0.01924692;4.658990878;0;4.399838374;0.279562062;2.751381068;0;1006.739252;224.9627113;387.3546084;908.4697787;1984.0878;610.7085558;291.691442;47.95347781;31.42715954;344.7118892;10.33535491;17.11363845;39.03536127;181.0027625;1.252633656;173.4822553;15.60311571;26.10423164;67.35534939;28322.82775;975.1083726;0;239.6969356;8197.036276;0;0;80.816833;0.164026362;0.939891487;0.94483039;13.46573174;0;0;0;589.2516066;46146.17475;35257.27163;10888.90313
Biodiesel;0;0;0;0;0;0;0;0;0;0;17.99685128;30.98808349;72.67691344;158.7255632;48.85623483;23.33510061;3.325978901;1.612534056;21.99191872;0;1.183444249;2.361498188;10.95001255;0.128244066;9.657532546;1.332885178;2.765089984;7.134613442;1643.7615;54.10350346;0;0;475.7283687;0;0;0;0.011713911;0.06712217;0.067474881;0.23231269;0;0;0;0;2588.994494;2588.994494;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2977.992809;0;39.19631749;0;0;0;0;0;21838.61393;0;0;368.1880586;25223.99112;21819.39287;3404.598246
Ethanol;0;0;0;0;0;0;0;0;0;0;0.434653668;0.748413372;1.755267436;3.833484379;1.179958724;0.563581202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1525.212812;0;0;0;0;0;0;0;12340.3582;0;0;734.4554001;14608.54177;13877.40531;731.1364618
Electricity;0;899.6673255;61.01423529;160.2815871;43.8142493;151.3660567;9.617673033;94.65477307;588.1336064;9153.919321;125.5534795;216.1856896;507.0242133;1107.335191;340.8413052;162.7953152;514.0299491;2163.724468;1069.72583;2336.145092;1847.651405;417.3450516;1935.184018;557.6122266;1989.544937;320.3939418;1068.191455;2756.197143;0;0;0;0;0;175.9207551;0;0;296.7988434;1700.694346;1709.631084;7720.804772;11468.05744;0;0;13.36937666;53683.22615;50544.54482;3138.68133
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SugarCane;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Soy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestLivestoock;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MiningPellet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Textiles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ceramics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OthIndustry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightRoad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightRail;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightAir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightWater;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassRoad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassRail;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassAir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassWater;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WaterSewage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Health;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Composite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ktoe_ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
