2021;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;0;0;0;0;3410.8;0;0;0;0;0;0;126.8111032;8876.156087;324.6206081;1038.199376;198.8682116;9.368187982;43.43927786;0;137.0971752;41.05612445;3.144385731;8.113289923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14217.67383;2092.579294;12125.09453
CrudeOil;0;0;0;42867.40342;0;47525.95911;0;21721.43747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81964.3;194079.1;176476.9;17602.2
NaturalGas;0;13622.69167;7018.933311;1446.313431;0;1603.489539;0;732.8647;0;4787.40684;0;0;0;0;0;0;3.93739175;1157.800723;444.2236164;611.5102216;2052.48381;146.6218121;679.869538;214.6282985;823.2382614;1302.888965;623.0465408;1607.613586;0;0;0;0;1604.763563;0;0;0;2.939231657;16.84216355;16.93066504;193.9042654;700.0031848;0;0;0;41414.94533;33116.6322;8298.313125
OthFossFuel;0;824.3677772;790.5387025;1524.561261;0;1642.279132;0;818.8922161;0;1463.542118;2.032576324;3.49981471;8.208178825;17.92657043;5.517855578;2.635481746;3025.035695;205.0081857;548.5282124;1857.481197;1657.513927;70.61075202;327.4144458;42.64579372;374.2436122;437.541413;172.8418884;445.974658;0;0;495.0011554;955.7450238;0;0;3187.360137;0;19.11806353;109.5488857;110.1245386;443.8710701;6962.262415;0;0;13423.86216;41975.73492;39437.13474;2538.600176
OthBiofuel;0;0;0;0;1870.262999;0;0;0;0;1807.998953;111.9513554;192.7647173;452.0945827;987.3694942;303.9154809;145.1585114;291.9940441;3102.474437;0;12.1006632;64.94555634;412.6287686;1913.315122;63.33443566;10739.13941;2253.513694;254.3311503;656.2370318;0;0;0;0;0;0;0;0;0;0;0;182.0068195;5414.557625;0;0;0;31232.09485;31232.09485;0
Diesel;0;1337.163449;0;3.55260422;0;3.59825203;0.228663899;1.908221084;0;85.47341613;303.4150994;522.4387469;1225.285055;2676.008808;823.6840499;393.414479;50.58759424;35.03806022;396.5520959;9.869833244;17.3898289;40.72175937;188.8224087;1.44357871;189.1388649;16.47811426;33.54044871;86.54262161;28971.3385;1147.859928;0;252.0307758;8384.724674;0;0;84.97534218;0.219221164;1.256164578;1.262765419;6.647693458;0;0;0;0;47292.61112;45938.16606;1354.445067
Biodiesel;0;0;0;0;0;0;0;0;0;0;20.32242599;34.9924008;82.06831138;179.2362709;55.1694961;26.3504903;3.755765885;1.820907641;24.83374084;0;1.183444249;2.666653817;12.3649863;0.144815918;10.90549049;1.505122199;3.122398229;8.056556749;1856.170332;61.09482308;0;0;537.2025591;0;0;0;0.013227597;0.075795777;0.076194066;0.262332414;0;0;0;0;2923.394542;2923.394542;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2682.760377;0;46.66352215;0;0;0;0;0;19673.5761;0;0;0;22403;22243.30071;159.6992872
Ethanol;0;0;0;0;0;0;0;0;0;0;0.609828273;1.050039762;2.462677273;5.378459523;1.655507003;0.790716325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1809.245918;0;0;0;0;0;0;0;14638.44425;0;0;1018.790609;17478.428;17478.428;0
Electricity;0;906.5078788;61.47815247;160.3010082;44.14738767;162.3607339;10.31779825;86.10296693;592.6054363;11495.80241;129.2248102;222.5072123;521.8501949;1139.714968;350.8079039;167.5556408;544.2357534;2344.758125;1229.854716;2626.000147;1890.046692;437.4876658;2028.583149;577.6119265;2174.536926;339.2572913;1208.563641;3118.391967;0;0;0;0;0;212.3057577;0;0;279.4729684;1601.414924;1609.829972;9316.302162;14486.21171;0;0;0;62076.15;60016.8;2059.35
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SugarCane;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Soy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestLivestoock;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MiningPellet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Textiles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ceramics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OthIndustry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightRoad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightRail;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightAir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightWater;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassRoad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassRail;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassAir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassWater;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WaterSewage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Health;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Composite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
