2016;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;10.54;0;0;0;0;0;0;0;0;4211.785575;0;0;0;0;0;0;110.6317293;9982.916712;298.1695951;940.8381647;185.9790129;9.966801986;46.21498647;0;123.9451765;33.70613532;2.74004808;7.069999159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15964.50394;2527.859022;13436.64492
CrudeOil;0;0;0;30446.18877;0;41109.9039;0;22414.84275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43827.78864;137798.7241;129823.8601;7974.863966
NaturalGas;0;9593.543766;3154.924115;1225.568453;0;1654.821288;0;902.2779291;0;11595.68993;0;0;0;0;0;0;4.926523447;1033.065372;418.0947072;575.3692561;2243.044385;150.7988231;699.237888;201.4169771;793.6315935;1351.980474;622.2805476;1605.637135;0;0;0;0;1463.280412;0;0;0;3.535346645;20.25797669;20.36442746;136.7101796;526.4400408;0;0;0;39996.89754;31777.89604;8219.0015
OthFossFuel;0;159.8132228;125.3309846;1493.912671;0;1721.81711;0;915.9616143;0;3449.07335;1.479121096;2.546841517;5.973153537;13.04530028;4.015385052;1.917859911;3094.795907;248.9458556;587.888696;1730.004202;2525.2391;70.79011642;328.2461392;45.802456;424.1971628;419.2893399;160.179852;413.3034844;0;0;437.9787205;839.8384767;0;0;2820.187184;0;20.61284161;118.1141503;118.7348116;410.5707102;6529.892751;0;0;9126.021339;38365.51991;33729.87985;4635.640055
OthBiofuel;0;0;0;0;3132.975027;0;0;0;0;3042.418822;133.7893901;230.3667862;540.2833959;1179.972872;363.1994153;173.4741722;291.5064831;2927.146796;0;10.00783911;59.68001772;382.4822815;1773.529111;58.79377886;8977.467413;2136.043867;231.4661088;597.239591;0;0;0;0;0;0;0;0;0;0;0;173.2918183;6481.177128;0;0;0;32896.31211;32896.31211;0
Diesel;0;1337.034864;0.007125111;2.98957246;0;3.239766184;0.205881687;1.832994438;0;1197.742654;246.6420878;424.68349;996.0178807;2175.291872;669.5617793;319.8013833;51.44425201;29.09794914;359.6230065;10.24536464;15.13214888;40.29813689;186.8581169;1.911398617;171.6901764;17.81690463;30.24688681;78.04442042;27406.15191;889.5787738;0;246.5074624;7931.73702;0;0;83.11308766;0.189051513;1.083288723;1.088981143;7.813842777;0;0;0;710.223237;45644.94677;38658.41447;6986.532295
Biodiesel;0;0;0;0;0;0;0;0;0;0;18.76069879;32.30332303;75.76156856;165.4624154;50.92985942;24.32552155;3.467144745;1.68097548;22.92533047;0;1.183444249;2.461728194;11.41476828;0.133687179;10.06743104;1.389457353;2.882449797;7.437430675;1713.528322;56.39983996;0;0;495.9198968;0;0;0;0.012211089;0.069971063;0.070338744;0.24217283;0;0;0;0;2698.829987;2698.829987;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2891.321948;0;43.51224921;0;0;0;0;0;21203.02762;0;0;558.841978;24696.70379;21781.64135;2915.062437
Ethanol;0;0;0;0;0;0;0;0;0;0;0.438065502;0.754288077;1.769045488;3.863575491;1.189220864;0.568005058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1525.56277;0;0;0;0;0;0;0;12343.18969;0;0;937.6287603;14814.96342;14239.20166;575.7617562
Electricity;0;899.8577687;61.02715089;150.4177735;43.82352398;163.0060561;10.35876043;92.22554261;588.2581036;9174.160926;123.4218279;212.515281;498.4159374;1088.534813;335.0544888;160.0313703;545.5583507;1994.35056;1012.078694;2321.231595;1892.286045;408.7683095;1895.414589;535.0675491;1944.1546;320.4617633;1097.585372;2832.040691;0;0;0;0;0;171.853207;0;0;297.0885732;1702.354534;1711.299996;7611.813705;11377.94983;0;0;44.34980526;53316.8171;49765.34046;3551.476635
