2030;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;0;0;0;0;3491.9;0;0;0;0;0;0;156.0734414;10364.63499;430.1404299;1456.24803;185.8897045;9.783662995;45.36579071;0;145.5690174;44.80603818;3.759893981;9.701452862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16343.87245;2183.750631;14160.12182
CrudeOil;0;0;0;46235.17342;0;51779.72955;0;21573.89703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201830.1;321418.9;303816.7219;17602.17809
NaturalGas;0;28025.29388;8611.936325;1462.447117;0;1637.824854;0;682.3956994;0;17386.46988;0;0;0;0;0;0;5.051588115;1401.256688;624.951845;887.6836464;2220.162577;167.5692137;777.0003812;238.8127998;1012.004931;1523.159355;795.7643326;2053.268044;0;0;0;0;1198.454696;0;0;0;4.119124937;23.60309903;23.72712761;314.3513371;800.236414;0;0;0;71877.54496;71543.3105;334.2344647
OthFossFuel;0;628.8561599;594.6573689;1525.77926;0;1722.350392;0;781.3014461;0;1476.09193;2.850716517;4.908538725;11.51208477;25.14226394;7.738869064;3.696299742;3845.788289;354.1524251;768.3599868;2637.418718;1726.960005;78.66263423;364.7501557;45.88214309;444.84473;504.5096965;218.6870614;564.2665002;0;0;572.7715537;1161.932791;0;0;3688.131226;0;24.13635145;138.3043006;139.0310562;484.3782746;7620.753495;0;0;13313.11801;45481.72474;43249.55745;2232.16729
OthBiofuel;0;0;0;0;2252.412213;0;0;0;0;3325.454751;103.6353397;178.4456908;418.5119105;914.0253152;281.3399085;134.3757883;343.1193683;4033.844355;0;17.52427993;70.08544487;470.2856163;2180.66371;70.30443838;12629.17727;2620.92567;324.0677522;836.1746468;0;0;0;0;0;0;0;0;0;0;0;163.0838789;5350.307084;0;0;0;36717.76443;36717.76443;0
Diesel;0;1351.993146;0;3.555887999;0;3.774157439;0.239847241;1.820853455;0;90.23871716;383.5933088;660.4945106;1549.069738;3383.150922;1041.344649;497.3752528;63.66624641;45.06303851;548.5782282;13.85529267;18.23244457;45.2687505;209.9063165;1.553325518;226.8743202;18.81729567;42.15847627;108.7792561;35513.86526;1483.256193;0;280.530353;10278.22661;0;0;94.58433265;0.195842377;1.122201218;1.128098114;5.661529869;0;0;0;0;57967.9744;50976.89138;6991.083015
Biodiesel;0;0;0;0;0;0;0;0;0;0;21.45543882;36.94329187;86.64377152;189.2290245;58.24529755;27.81957887;3.965156779;1.92242661;26.21826782;0;1.183444249;2.815324699;13.05435716;0.152889673;11.51349175;1.589035545;3.296477705;8.505724689;1959.655261;64.50097246;0;0;567.1525954;0;0;0;0.01396506;0.080021532;0.080442026;0.276957932;0;0;0;0;3086.313216;3086.313216;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3303.013621;0;53.7364958;0;0;0;0;0;24222.09988;0;0;0;27578.85;22511.84081;5067.009186
Ethanol;0;0;0;0;0;0;0;0;0;0;0.789555448;1.359505047;3.188471809;6.963586644;2.143414189;1.023754407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1994.50076;0;0;0;0;0;0;0;16137.32433;0;0;1513.254508;19660.54789;19660.54789;0
Electricity;0;922.3675065;62.55373121;161.4655658;44.91975948;171.3767325;10.89097027;82.68121307;602.9732465;12172.90478;177.1758934;305.0723314;715.4916642;1562.625764;480.9811962;229.7300363;679.5167784;3090.460793;1683.807857;3709.736421;1989.625694;486.5811406;2256.224299;625.4614958;2601.46315;385.9765644;1502.198467;3876.042167;0;0;0;0;0;277.211118;0;0;361.1719782;2069.560428;2080.435468;12400.87156;18546.79423;0;0;0;76326.35;75018.4;1307.95
