2020;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;0;0;0;0;3410.8;0;0;0;0;0;0;123.9420829;8727.254732;314.7754827;1000.172417;200.4096287;9.327625034;43.25119184;0;135.983846;40.63640124;3.080921955;7.949537743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14017.58387;2085.846085;11931.73778
CrudeOil;0;0;0;42851.1473;0;47523.44073;0;21740.21197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71583.1;183697.9;166095.7287;17602.17125
NaturalGas;0;13473.63232;8755.577208;1445.764962;0;1603.404571;0;733.4981372;0;3911.568919;0;0;0;0;0;0;3.768086492;1115.221413;420.7911428;577.2400969;2001.828625;142.1317898;659.0497884;208.6754194;790.220415;1259.814088;596.5543041;1539.257088;0;0;0;0;1603.145162;0;0;0;2.76446388;15.84072242;15.92396158;178.7452832;667.5119468;0;0;0;41721.92991;33153.91012;8568.019793
OthFossFuel;0;859.0273723;825.2354047;1523.089849;0;1640.327599;0;817.9191201;0;1462.194864;1.94709818;3.352633193;7.86299135;17.17268485;5.285807193;2.524648964;2939.055972;192.1458543;527.3700093;1785.346004;1650.392694;69.73900479;323.3722479;42.30516455;366.530364;430.1451214;168.1240235;433.8014042;0;0;487.2935455;952.9725574;0;0;3137.730094;0;18.49284529;105.9663073;106.5231346;438.6462778;6877.996584;0;0;13522.99178;41742.88107;39362.5986;2380.282472
OthBiofuel;0;0;0;0;1838.076908;0;0;0;0;1759.982803;113.1207655;194.7782793;456.8170261;997.6832578;307.0900902;146.6747934;287.6681195;3023.911374;0;11.64057899;64.55146155;407.6428129;1890.195783;62.75272167;10544.53255;2221.318369;248.1632448;640.322316;0;0;0;0;0;0;0;0;0;0;0;183.680483;5391.252695;0;0;0;30791.85643;30791.85643;0
Diesel;0;1335.022215;0;3.547404669;0;3.592183051;0.228278224;1.90500259;0;85.41342047;295.9523666;509.5889555;1195.148207;2610.190269;803.4248936;383.7381408;49.28291053;34.09919245;382.2318338;9.501205493;17.29203063;40.22903994;186.5377219;1.431333734;184.9259384;16.22947814;32.67855627;84.31872676;28548.29786;1109.412594;0;248.3624656;8262.290588;0;0;83.73852532;0.218449702;1.251744006;1.258321618;6.718659505;0;0;0;0;46528.05851;45872.96014;655.0983664
Biodiesel;0;0;0;0;0;0;0;0;0;0;20.30816123;34.96783887;82.01070584;179.1104611;55.13077143;26.33199431;3.753129631;1.819629506;24.8163095;0;1.183444249;2.664782034;12.35630705;0.144714268;10.89783568;1.504065721;3.120206549;8.050901676;1854.867446;61.05193929;0;0;536.8254849;0;0;0;0.013218312;0.075742575;0.076140584;0.262148278;0;0;0;0;2921.343378;2921.343378;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2615.999445;0;46.00480567;0;0;0;0;0;19183.99593;0;0;384.799821;22230.8;22230.8;0
Ethanol;0;0;0;0;0;0;0;0;0;0;0.593364232;1.021690966;2.396190327;5.233252779;1.610811904;0.769368699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1758.613413;0;0;0;0;0;0;0;14228.78125;0;0;947.2383184;16946.25766;16946.25766;0
Electricity;0;904.6959462;61.35526962;160.0026684;44.05914565;162.0223592;10.29629501;85.92352044;591.4209335;11325.05149;124.8486904;214.9721405;504.1780545;1101.119212;338.928007;161.8814706;530.9363951;2277.136213;1187.577467;2526.915432;1879.156194;432.3163366;2004.604253;572.4843989;2127.809173;334.4039792;1179.620226;3043.710826;0;0;0;0;0;205.7359211;0;0;269.5818331;1544.737487;1552.854709;8982.173361;14014.44059;0;0;0;60456.95;58328.8;2128.15
