2018;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;72.89;0;0;0;0;0;0;0;0;3339.990711;0;0;0;0;0;0;111.0105858;11184.85396;323.4635231;908.302997;239.3547773;8.511294944;39.46595721;0;121.9006401;45.12726959;26.98245499;69.62138202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16491.47555;1990.524713;14500.95084
CrudeOil;0;0;0;29448.78965;0;38217.96657;0;20147.2426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55726.92672;143540.9255;133923.999;9616.926512
NaturalGas;0;10731.53689;3635.572394;1268.533332;0;1646.273584;0;867.8607539;0;11389.16766;0;0;0;0;0;0;3.956435192;1230.659952;455.953823;436.1802119;2540.844298;164.3895978;762.2568452;242.0313115;1016.667065;1303.264501;428.4213458;1105.43263;0;0;0;0;1837.425686;0;0;0;3.321351086;19.03175548;19.13176275;118.675764;628.6394878;0;0;0;41855.22843;34573.96514;7281.26329
OthFossFuel;0;134.9870265;100.7078032;1540.276686;0;1685.236839;0;866.674578;0;3034.849697;1.683852555;2.899360713;6.799923193;14.85095593;4.571171622;2.18331908;2844.521278;242.4868092;521.0450405;1032.537719;2092.659773;68.1721066;316.1067099;35.96173213;312.295831;421.5033444;160.3192722;413.663223;0;0;444.444243;939.9597034;0;0;2861.819307;0;20.39264722;116.852409;117.4664401;400.038977;6381.035303;0;0;11043.64923;38182.65231;32629.34943;5553.30288
OthBiofuel;0;0;0;0;3226.804986;0;0;0;0;3189.599827;155.7931194;268.2541583;629.1413359;1374.037616;422.9331626;202.0046762;273.7022056;3118.974302;0;11.34074034;62.51458813;397.6771893;1843.986261;60.02636978;9270.591792;2107.709772;238.2786227;614.8175555;0;0;0;0;0;0;0;0;0;0;0;167.1929192;6569.034274;0;0;0;34204.41547;34204.41547;0
Diesel;0;1335.640751;0.010236642;2.941031099;0;3.025552911;0.192267627;1.654843517;0;1174.519794;223.3343432;384.5507842;901.8939191;1969.726197;606.2880084;289.5800653;51.11799664;32.04666345;335.3311372;11.534418;16.6138991;38.80224355;179.9218208;0.787702649;194.7289441;14.5487656;23.28705602;60.08634216;28305.38599;1089.747869;0;235.4921866;8191.988379;0;0;79.39914907;0.141237517;0.809308569;0.81356129;22.35473904;0;0;0;1218.030357;46996.32756;36940.12526;10056.2023
Biodiesel;0;0;0;0;0;0;0;0;0;0;18.35117793;31.59818487;74.10779527;161.8505931;49.81812899;23.79452809;3.391461632;1.644282042;22.42490129;0;1.183444249;2.407991974;11.16559922;0.130768968;9.847672539;1.359127365;2.819529789;7.275081552;1676.1243;55.1687072;0;0;485.0946315;0;0;0;0.011944538;0.068443689;0.068803344;0.236886522;0;0;0;0;2639.943986;2639.943986;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2587.061421;0;36.98104221;0;0;0;0;0;18971.78376;0;0;1073.559063;22669.38528;20027.07733;2642.307957
Ethanol;0;0;0;0;0;0;0;0;0;0;0.431876146;0.743630864;1.744050933;3.808987662;1.172418556;0.559979807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1730.134486;0;0;0;0;0;0;0;13998.36084;0;0;892.0777443;16629.03402;16545.8885;83.14552271
Electricity;0;902.6647641;61.21751756;157.0715733;43.96022606;161.5856275;10.26843225;88.38018569;590.0931022;9408.211895;130.8810866;225.3590906;528.5387568;1154.322713;355.3042142;169.703204;505.8019362;2161.105356;1135.410863;2137.191142;1946.91241;394.825836;1830.764843;549.2044861;2055.663187;317.7954676;1180.070781;3044.873369;0;0;0;0;0;193.363719;0;0;303.5290816;1739.25945;1748.398838;7793.115089;11703.43495;0;0;0.068263709;54728.35145;51720.09794;3008.253514
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SugarCane;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Soy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestLivestoock;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MiningPellet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Textiles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ceramics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OthIndustry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightRoad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightRail;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightAir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightWater;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassRoad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassRail;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassAir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassWater;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WaterSewage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
