2023;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;0;0;0;0;3410.8;0;0;0;0;0;0;132.7613689;9185.64253;345.2892085;1118.700859;195.8310894;9.451389312;43.82507346;0;139.2027057;41.90890363;3.275280232;8.451029985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14635.13944;2106.960535;12528.1789
CrudeOil;0;0;0;42964.26879;0;47472.71778;0;21677.81344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102726.1;214840.9;197238.7164;17602.18361
NaturalGas;0;14521.80591;3405.779902;1449.581594;0;1601.693218;0;731.3928584;0;6254.255143;0;0;0;0;0;0;4.301668582;1248.625048;495.3641155;686.6745839;2158.928317;156.1227133;723.924193;227.1805519;892.9810582;1394.318818;680.0084241;1754.58928;0;0;0;0;1606.90383;0;0;0;3.312664496;18.98198024;19.08172596;226.1464678;762.1501226;0;0;0;41024.10418;34765.42254;6258.68164
OthFossFuel;0;754.7660805;720.868082;1527.378053;0;1645.850459;0;820.6729924;0;1465.782586;2.204225946;3.795371568;8.901353678;19.44045652;5.983834549;2.858046301;3204.103936;232.685429;593.2709527;2010.252516;1671.582893;72.37449301;335.5927227;43.32823321;389.6572742;452.6221884;182.6362873;471.2466206;0;0;511.1458724;960.9552774;0;0;3291.317525;0;20.35714076;116.6489526;117.2619146;454.3053494;7128.492456;0;0;13212.11736;42450.45694;39700.18126;2750.275678
OthBiofuel;0;0;0;0;1942.241636;0;0;0;0;2277.156894;109.6784923;188.8511619;442.9160505;967.323683;297.7453162;142.2114687;301.8116745;3277.311692;0;13.11380637;65.92875208;423.9883168;1965.988123;64.69773233;11215.33902;2325.937854;267.8912007;691.2253027;0;0;0;0;0;0;0;0;0;0;0;179.1308783;5473.143477;0;0;0;32633.63253;32633.63253;0
Diesel;0;1341.300931;0;3.562878658;0;3.60983637;0.229400068;1.914364478;0;85.58613545;318.5932616;548.5734385;1286.579221;2809.874578;864.8883609;413.0948074;53.28846774;37.01458382;426.6768637;10.64931672;17.58499691;41.71965375;193.4495374;1.468213835;197.5809884;16.98408896;35.32338996;91.14304933;29741.94848;1224.246588;0;259.6983171;8607.750356;0;0;87.56055005;0.219098767;1.255463232;1.262060387;6.503721409;0;0;0;0;48731.135;46060.05477;2671.080236
Biodiesel;0;0;0;0;0;0;0;0;0;0;20.34922649;35.03854755;82.17654017;179.4726414;55.24225169;26.3852404;3.760718856;1.82330899;24.8664907;0;1.183444249;2.670170506;12.38129281;0.145006896;10.91987226;1.507107101;3.126515937;8.067181452;1858.618184;61.17539277;0;0;537.9110029;0;0;0;0.013245041;0.075895734;0.076294548;0.262678369;0;0;0;0;2927.248251;2927.248251;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2851.361753;0;48.05205987;0;0;0;0;0;20909.98619;0;0;0;23809.4;22283.80641;1525.593592
Ethanol;0;0;0;0;0;0;0;0;0;0;0.643546537;1.10809794;2.598842167;5.675842124;1.747042316;0.834436144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1852.471109;0;0;0;0;0;0;0;14988.17533;0;0;1161.387484;18014.64173;18014.64173;0
Electricity;0;909.5777398;61.68634634;160.8114505;44.29689144;162.930899;10.35403145;86.40533629;594.6122764;11760.46706;138.1361411;237.8512889;557.8369358;1218.309607;374.9995843;179.1102621;571.4872911;2486.699767;1318.159298;2834.217565;1910.830668;447.7385706;2076.115489;587.6402119;2267.120865;348.9595275;1267.810999;3271.264751;0;0;0;0;0;226.1332874;0;0;299.1183154;1713.98521;1722.991788;9984.174025;15427.01652;0;0;0;65258.85;63339.4;1919.45
