Aggregation_type;-;-;-;-;-;AGG_16SecBr;AGG_17SecBr;AGG_11SecBr
Row;Biomass;Commodities;EnerSect;HybridCommod;FinEnerSect;Biomass;Biomass;Biomass
Row;Coal;Commodities;EnerSect;HybridCommod;FinEnerSect;Coal;Coal;Coal
Row;Crude_oil;Commodities;EnerSect;HybridCommod;PrimEnerSect;Crude_oil;Crude_oil;Oil
Row;Natural_gas;Commodities;EnerSect;HybridCommod;FinEnerSect;Natural_gas;Natural_gas;Natural_gas
Row;FuelProd;Commodities;EnerSect;HybridCommod;FinEnerSect;FuelProd;FuelProd;Oil
Row;Electricity;Commodities;EnerSect;HybridCommod;FinEnerSect;Electricity;Electricity;Electricity
Row;Buildings_constr;Commodities;NonEnerSect;NonHybridCommod;-;CompCons;Buildings_constr;Buildings_constr
Row;Load_Transport;Commodities;NonEnerSect;HybridCommod;-;Transportation;Transportation;Transportation
Row;Pass_Transport;Commodities;NonEnerSect;HybridCommod;-;Transportation;Transportation;Transportation
Row;Livestock;Commodities;NonEnerSect;HybridCommod;-;Agri_LS;Agri_LS;Agri_LS
Row;Agriculture;Commodities;NonEnerSect;NonHybridCommod;-;Agri_LS;Agri_LS;Agri_LS
Row;Paper;Commodities;NonEnerSect;HybridCommod;-;Paper;Paper;Heavy_Industry
Row;Cement;Commodities;NonEnerSect;HybridCommod;-;Cement;Cement;Heavy_Industry
Row;Steel;Commodities;NonEnerSect;HybridCommod;-;Steel;Steel;Heavy_Industry
Row;NonFerrousMetals;Commodities;NonEnerSect;HybridCommod;-;NonFerrousMetals;NonFerrousMetals;Heavy_Industry
Row;ChemicalPharma;Commodities;NonEnerSect;NonHybridCommod;-;ChemicalPharma;ChemicalPharma;Heavy_Industry
Row;Mining;Commodities;NonEnerSect;NonHybridCommod;-;Mining;Mining;Heavy_Industry
Row;OthIndus;Commodities;NonEnerSect;NonHybridCommod;-;OthIndus;OthIndus;OthIndus
Row;Composite;Commodities;NonEnerSect;NonHybridCommod;-;CompCons;Composite;Composite
Row;Labour_income;OthPart_IOT;Value_Added;-;-;-;-;-
Row;Labour_Tax;OthPart_IOT;Value_Added;-;-;-;-;-
Row;Labour_Corp_Tax;OthPart_IOT;Value_Added;-;-;-;-;-
Row;Capital_income;OthPart_IOT;Value_Added;-;-;-;-;-
Row;Production_Tax;OthPart_IOT;Value_Added;-;-;-;-;-
Row;Profit_margin;OthPart_IOT;Value_Added;-;-;-;-;-
Row;M_value;OthPart_IOT;-;-;-;-;-;-
Row;Trade_margins;OthPart_IOT;Margins;-;-;-;-;-
Row;Transp_margins;OthPart_IOT;Margins;-;-;-;-;-
Row;SpeMarg_Biomass;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_Coal;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_Crude_oil;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_Natural_gas;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_FuelProd;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_Electricity;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_Buildings_constr;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_Load_Transport;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_Pass_Transport;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_Livestock;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_Agriculture;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_Paper;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_Cement;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_Steel;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_NonFerrousMetals;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_ChemicalPharma;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_Mining;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_OthIndus;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_Composite;OthPart_IOT;SpeMarg;SpeMarg_IC;-;-;-;-
Row;SpeMarg_H1;OthPart_IOT;SpeMarg;SpeMarg_FC;SpeMarg_C;-;-;-
Row;SpeMarg_H2;OthPart_IOT;SpeMarg;SpeMarg_FC;SpeMarg_C;-;-;-
Row;SpeMarg_H3;OthPart_IOT;SpeMarg;SpeMarg_FC;SpeMarg_C;-;-;-
Row;SpeMarg_H4;OthPart_IOT;SpeMarg;SpeMarg_FC;SpeMarg_C;-;-;-
Row;SpeMarg_H5;OthPart_IOT;SpeMarg;SpeMarg_FC;SpeMarg_C;-;-;-
Row;SpeMarg_H6;OthPart_IOT;SpeMarg;SpeMarg_FC;SpeMarg_C;-;-;-
Row;SpeMarg_G;OthPart_IOT;SpeMarg;SpeMarg_FC;-;-;-;-
Row;SpeMarg_I;OthPart_IOT;SpeMarg;SpeMarg_FC;-;-;-;-
Row;SpeMarg_X;OthPart_IOT;SpeMarg;SpeMarg_FC;-;-;-;-
Row;VA_Tax;OthPart_IOT;Taxes;-;-;-;-;-
Row;Cons_Tax;OthPart_IOT;Taxes;-;-;-;-;-
Row;Energy_Tax_IC;OthPart_IOT;Taxes;-;-;-;-;-
Row;Energy_Tax_FC;OthPart_IOT;Taxes;-;-;-;-;-
Row;ClimPolCompensbySect;OthPart_IOT;Taxes;-;-;-;-;-
Row;OtherIndirTax;OthPart_IOT;Taxes;-;-;-;-;-
Column;Biomass;Sectors;-;-;-;-;-;-
Column;Coal;Sectors;-;-;-;-;-;-
Column;Crude_oil;Sectors;NonSupplierSect;-;-;-;-;-
Column;Natural_gas;Sectors;-;-;-;-;-;-
Column;FuelProd;Sectors;-;-;-;-;-;-
Column;Electricity;Sectors;-;-;-;-;-;-
Column;Buildings_constr;Sectors;-;-;-;-;-;-
Column;Load_Transport;Sectors;-;-;-;-;-;-
Column;Pass_Transport;Sectors;-;-;-;-;-;-
Column;Livestock;Sectors;-;-;-;-;-;-
Column;Agriculture;Sectors;-;-;-;-;-;-
Column;Paper;Sectors;-;-;-;-;-;-
Column;Cement;Sectors;-;-;-;-;-;-
Column;Steel;Sectors;-;-;-;-;-;-
Column;NonFerrousMetals;Sectors;-;-;-;-;-;-
Column;ChemicalPharma;Sectors;-;-;-;-;-;-
Column;Mining;Sectors;-;-;-;-;-;-
Column;OthIndus;Sectors;-;-;-;-;-;-
Column;Composite;Sectors;-;-;-;-;-;-
Column;H1;FC;C;-;-;-;-;-
Column;H2;FC;C;-;-;-;-;-
Column;H3;FC;C;-;-;-;-;-
Column;H4;FC;C;-;-;-;-;-
Column;H5;FC;C;-;-;-;-;-
Column;H6;FC;C;-;-;-;-;-
Column;G;FC;-;-;-;-;-;-
Column;I;FC;-;-;-;-;-;-
Column;X;FC;-;-;-;-;-;-
