;Crude_oil;Liquid_fuels;Gas_fuels;Solid_fuels;Elec_heating;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_indus;OthEquip;Electronics;Food_industry;OthManuf;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Construction;Property_business;Compo
Crude_oil;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Liquid_fuels;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Gas_fuels;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Solid_fuels;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Elec_heating;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Steel_Iron;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
NonFerrousMetals;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Cement;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
OthMin;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
ChemicalPharma;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Paper;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Auto_indus;0.0;0.0;0.0;0.0;2186.68281639207;313.120430077175;578.727390639594;46.6105899946066;499.091852572081;903.336439736131;89.9979154506073;0.0;0.0;0.0;0.0;0.0;2072.28610371762;0;0;0;0;0;0.0
OthEquip;0.0;0.0;0.0;0.0;4042.87937557715;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Electronics;0.0;0.0;0.0;0.0;316.598405103581;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Food_industry;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
OthManuf;0.0;0.0;0.0;0.0;412.89299;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
LandTransp;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
NavalTransp;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
AirTransp;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
AgriForest_Fish;0.0;0.0;0.0;0.0;0;1807.32219735757;3340.39800297913;308.271097847927;3300.87204082064;5620.29646339293;584.986450428947;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Construction;0.0;0.0;0.0;0.0;5345.83046193143;423.19602069813;782.175499463014;116.156549669099;1243.76858498122;1545.89446153458;182.852907582186;0.0;0.0;0.0;0.0;0.0;7005.82249302012;0;0;0;0;177732.093174713;0.0
Property_business;0.0;0.0;0.0;0.0;205.02156;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Compo;0.0;0.0;0.0;0.0;1761.56415917759;1305.28825364713;2412.50966881826;403.465212863367;4320.18132702606;12932.5233023655;377.134121888259;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
