;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;X
Coal;0.04834844667;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;17.92096570892;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.59495062290;42.66537251252;1.94864783191;3.87252043923;0.69129835675;0.04634350710;0.21488984696;0.00000000000;0.34539378286;0.25042941062;0.18908889719;0.48789594384;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
CrudeOil;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
NaturalGas;0.00000000000;12.35723973751;1.24772189663;3.70162263178;0.00000000000;4.90351306295;1.88015363275;2.47563400431;0.00000000000;38.54828278795;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.02736175531;2.88725709441;1.54380737680;1.39202128305;5.21991224602;0.34731786799;1.61047551578;0.50461392688;1.89048209588;3.10991241449;1.34935445194;3.48166694975;0.00000000000;0.00000000000;0.00000000000;0.00000000000;3.28249327398;0.00000000000;0.00000000000;0.00000000000;0.00816179313;0.04676809139;0.04701384640;0.26801464186;1.09654407261;0.00000000000
OthFossFuel;0.00000000000;0.14382390775;0.02857490484;3.80700022221;0.00000000000;4.40888964841;0.00000000000;2.06741557174;0.00000000000;16.39508097170;0.00252606177;0.00434952824;0.01020102736;0.02227892927;0.00685752552;0.00327534548;14.48926780869;0.76343615458;2.76786009237;6.18027032724;7.78160331451;0.23472908945;1.08841348589;0.15884674344;1.29474164223;1.71589987983;0.68987110463;1.78003742539;0.00000000000;0.00000000000;1.44166512839;2.34628257721;0.00000000000;0.00000000000;9.28302067841;0.00000000000;0.05680822235;0.32551852318;0.32722904430;1.13467030072;17.31724548478;0.00000000000
OthBiofuel;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
Diesel;0.00000000000;4.12120720404;0.00000700645;2.04076950137;0.00000000000;0.01181681417;0.00088552584;0.00595637851;0.00000000000;7.53774293847;0.93618281649;1.61197705233;3.78059897631;8.25678573105;2.54146499413;1.21387457571;0.17301494841;0.10199135797;1.14400325322;0.02980046212;0.05247534201;0.12284337914;0.56961150757;0.00667116090;0.50237765926;0.06933569547;0.13045644343;0.33660976686;85.50725049262;2.81442400501;0.00000000000;0.55721158567;24.74703586574;0.00000000000;0.00000000000;0.18787088603;0.00060934894;0.00349164535;0.00350999311;0.01208473333;0.00000000000;0.00000000000
Biodiesel;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
Gasoline;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;8.09673379359;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;59.37604781969;0.00000000000
Ethanol;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
Electricity;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
