Row;Coal;Commodities;EnerSect;AllExceptComp;HybridCommod;PrimEnerSect;-
Row;COilFFuelExDies;Commodities;EnerSect;AllExceptComp;HybridCommod;FinEnerSect;-
Row;NaturalGas;Commodities;EnerSect;AllExceptComp;HybridCommod;PrimEnerSect;-
Row;Allbiofuel;Commodities;EnerSect;AllExceptComp;HybridCommod;FinEnerSect;AllbioF
Row;Diesel;Commodities;EnerSect;AllExceptComp;HybridCommod;FinEnerSect;-
Row;Electricity;Commodities;EnerSect;AllExceptComp;HybridCommod;FinEnerSect;ElecS
Row;PlantedForest;Commodities;NonEnerSect;AllExceptComp;HybridCommod;-;PltForestS
Row;Cattle;Commodities;NonEnerSect;AllExceptComp;HybridCommod;-;CattleS
Row;RestAgri;Commodities;NonEnerSect;AllExceptComp;NonHybridCommod;-;RestAgriS
Row;Cement;Commodities;NonEnerSect;AllExceptComp;HybridCommod;-;CementS
Row;IronSteel;Commodities;NonEnerSect;AllExceptComp;HybridCommod;-;IronSteelS
Row;NonFerrousMetals;Commodities;NonEnerSect;AllExceptComp;HybridCommod;-;NonFerrousMetalsS
Row;Chemical;Commodities;NonEnerSect;AllExceptComp;NonHybridCommod;-;ChemicalS
Row;BovineMeat;Commodities;NonEnerSect;AllExceptComp;HybridCommod;-;-
Row;RestFoodBeve;Commodities;NonEnerSect;AllExceptComp;NonHybridCommod;-;RestFoodBeveS
Row;PaperPulp;Commodities;NonEnerSect;AllExceptComp;HybridCommod;-;-
Row;RestIndus;Commodities;NonEnerSect;AllExceptComp;NonHybridCommod;-;RestIndS
Row;Transp;Commodities;NonEnerSect;AllExceptComp;NonHybridCommod;-;TranspS
Row;RestComp;Commodities;NonEnerSect;-;NonHybridCommod;-;-
Row;Labour_income;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;Labour_Tax;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;Labour_Corp_Tax;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;Capital_income;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;Production_Tax;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;Profit_margin;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;M_value;OthPart_IOT_AGG;-;-;-;-;-
Row;Trade_margins;OthPart_IOT_AGG;Margins;-;-;-;-
Row;Transp_margins;OthPart_IOT_AGG;Margins;-;-;-;-
Row;SpeMarg_Coal;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_COilFFuelExDies;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_NaturalGas;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_Allbiofuel;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_Diesel;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_Electricity;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_PlantedForest;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_Cattle;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
