Row;Coal;Commodities;EnerSect;AllExceptComp;HybridCommod;PrimEnerSect;-
Row;CrudeOil;Commodities;EnerSect;AllExceptComp;HybridCommod;PrimEnerSect;-
Row;NaturalGas;Commodities;EnerSect;AllExceptComp;HybridCommod;PrimEnerSect;-
Row;FossilFuels;Commodities;EnerSect;AllExceptComp;HybridCommod;FinEnerSect;-
Row;BioFuels;Commodities;EnerSect;AllExceptComp;HybridCommod;FinEnerSect;BioFuk
Row;Electricity;Commodities;EnerSect;AllExceptComp;HybridCommod;FinEnerSect;Electk
Row;PlantedForest;Commodities;NonEnerSect;AllExceptComp;HybridCommod;-;Plantk
Row;Cattle;Commodities;NonEnerSect;AllExceptComp;HybridCommod;-;Cattlk
Row;RestAgri;Commodities;NonEnerSect;AllExceptComp;NonHybridCommod;-;RestAk
Row;Cement;Commodities;NonEnerSect;AllExceptComp;HybridCommod;-;Cemenk
Row;IronSteel;Commodities;NonEnerSect;AllExceptComp;HybridCommod;-;IronSk
Row;NonFerrousMetals;Commodities;NonEnerSect;AllExceptComp;HybridCommod;-;NonFek
Row;Chemical;Commodities;NonEnerSect;AllExceptComp;NonHybridCommod;-;Chemik
Row;FoodBeve;Commodities;NonEnerSect;AllExceptComp;NonHybridCommod;-;FoodBk
Row;PaperPulp;Commodities;NonEnerSect;AllExceptComp;HybridCommod;-;Paperk
Row;RestIndus;Commodities;NonEnerSect;AllExceptComp;NonHybridCommod;-;RestIk
Row;FreightTransp;Commodities;NonEnerSect;AllExceptComp;NonHybridCommod;-;Freigk
Row;PassTransp;Commodities;NonEnerSect;AllExceptComp;NonHybridCommod;-;PassTk
Row;Comp;Commodities;NonEnerSect;-;NonHybridCommod;-;Compk
Row;Labour_income;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;Labour_Tax;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;Labour_Corp_Tax;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;Capital_income;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;Production_Tax;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;Profit_margin;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;M_value;OthPart_IOT_AGG;-;-;-;-;-
Row;Trade_margins;OthPart_IOT_AGG;Margins;-;-;-;-
Row;Transp_margins;OthPart_IOT_AGG;Margins;-;-;-;-
Row;SpeMarg_Coal;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_CrudeOil;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_NaturalGas;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_FossilFuels;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_BioFuels;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_Electricity;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_PlantedForest;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_Cattle;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_RestAgri;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_Cement;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_IronSteel;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_NonFerrousMetals;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_Chemical;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_FoodBeve;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_PaperPulp;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_RestIndus;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_FreightTransp;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_PassTransp;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_Comp;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC;-;-
Row;SpeMarg_C;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_FC;-;-
Row;SpeMarg_G;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_FC;-;-
Row;SpeMarg_I;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_FC;-;-
Row;SpeMarg_X;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_FC;-;-
Row;VA_Tax;OthPart_IOT_AGG;Taxes;-;-;-;-
Row;Cons_Tax;OthPart_IOT_AGG;Taxes;-;-;-;-
Row;Energy_Tax_IC;OthPart_IOT_AGG;Taxes;-;-;-;-
Row;Energy_Tax_FC;OthPart_IOT_AGG;Taxes;-;-;-;-
Row;ClimPolCompensbySect;OthPart_IOT_AGG;Taxes;-;-;-;-
Row;OtherIndirTax;OthPart_IOT_AGG;Taxes;-;-;-;-
Column;Coal;Sectors;-;-;-;-;-
Column;CrudeOil;Sectors;NonSupplierSect;-;-;-;-
Column;NaturalGas;Sectors;-;-;-;-;-
Column;FossilFuels;Sectors;-;-;-;-;-
Column;BioFuels;Sectors;-;-;-;-;-
Column;Electricity;Sectors;-;-;-;-;-
Column;PlantedForest;Sectors;-;-;-;-;-
Column;Cattle;Sectors;-;-;-;-;-
Column;RestAgri;Sectors;-;-;-;-;-
Column;Cement;Sectors;-;-;-;-;-
Column;IronSteel;Sectors;-;-;-;-;-
Column;NonFerrousMetals;Sectors;-;-;-;-;-
Column;Chemical;Sectors;-;-;-;-;-
Column;FoodBeve;Sectors;-;-;-;-;-
Column;PaperPulp;Sectors;-;-;-;-;-
Column;RestIndus;Sectors;-;-;-;-;-
Column;FreightTransp;Sectors;-;-;-;-;-
Column;PassTransp;Sectors;-;-;-;-;-
Column;Comp;Sectors;-;-;-;-;-
Column;C;FC;-;-;-;-;-
Column;G;FC;-;-;-;-;-
Column;I;FC;-;-;-;-;-
Column;X;FC;-;-;-;-;-
