IC_value;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;Uses;
SpeMarg_C;0;0.7;0;0.2;2.2;-0.1;0;0;0;-6;0;0;0;0;0;;;;;;
SpeMarg_G;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_I;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;;;;;;
SpeMarg_X;0;-0.3;0;-0.9;-1.5;0;0;0;0;0;0;0;0;0;0;;;;;;
VA_Tax;0;0.6;0;4.8;6.9;0.1;7.3;5.4;12.7;11.3;1;0.3;8.8;3;78.6;;;;;;
Energy_Tax_IC;0;0.2;0;5.2;0;0;0;0;0;0;0;0;0;0;0;;;;;;
Energy_Tax_FC;0;0;0;16.2;0;0;0;0;0;0;0;0;0;0;0;;;;;;
ClimPolCompensbySect;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
OtherIndirTax;0;0.2;0;0.4;0.9;0;0.9;0.2;0.9;-1;-4.8;-1.3;-1;0.1;43.1;;;;;;
Carbon_Tax;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
Supply;14.3;6.6;2.6;58.6;42.7;2.1;365.7;49.3;205.3;141.7;38.2;16.5;336.1;308.8;2793.4;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Units;1000000k€;;;;;;;;;;;;;;;;;;;;
