2030;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3457.3;0;0;0;123.7525767;14687.28311;1182.14692;65.14126963;4.662847448;21.621121;51.58858972;304.4214692;0;0;0;0;0;0;19897.9179;2675.231492;17222.68641
COilFFuelExDies;0;70676.16773;0.004211573;0;52612.95375;1614.115695;2.374099946;6.44499322;37.69221989;3489.194513;414.3242478;2394.640708;2689.0023;72.32045455;335.3421522;438.7545115;1971.908109;8107.243105;922.4096579;25149.49502;0;0;221010.1902;391944.5777;372822.7733;19121.80439
NaturalGas;0;30287.78208;16013.07765;0;1614.238147;10543.1443;0;0;0;1.95719405;565.1560306;339.7493151;905.1937647;64.75431578;300.2587823;416.6496198;1994.176849;536.9539048;213.4027575;367.1940097;0;0;0;64163.68873;64163.68873;0
Allbiofuel;0;0;0;2602.341099;0;3934.207957;241.3492493;655.1932567;3831.763271;305.3596238;4795.378197;15.05924945;62.11781023;391.1014996;1813.495496;10615.59381;3241.164524;5234.976111;184.9008279;15369.22266;0;0;0;53293.22465;53293.22465;0
Diesel;0;0;0;0;0;0;384.5896414;1044.049403;6105.908624;65.22324479;44.6178211;11.43778754;17.07440514;46.22282994;214.33028;210.5748828;622.2352776;40627.78367;28.47527902;0;0;0;0;49422.52314;48680.3243;742.1988458
Electricity;0;2107.651317;3.08E-05;749.2914356;205.1427424;9308.644029;198.5151332;538.911047;3151.710637;668.9339596;2938.800896;3651.960852;1782.361664;479.0031084;2221.085781;2560.947869;6806.855375;272.8938221;18198.07589;19043.51975;0;0;0;74884.30534;73576.35525;1307.950093
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;370088.0653;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11678.9581;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494222.7901;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77921.15029;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64389.91129;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30040.78396;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281049.7459;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13839.08541;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1099953.909;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41182.70934;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1997281.184;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;609281.8546;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8052014.776;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
