2040;Crude_oil;Liquid_fuels;Gas_fuels;Solid_fuels;Elec_heating;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_indus;OthEquip;Electronics;Food_industry;OthManuf;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Construction;Property_business;Compo
Crude_oil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Liquid_fuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gas_fuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Solid_fuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Elec_heating;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Steel_Iron;0.0670297;0.0845413;0.5438768;0.0116495;1.6760285;0.2728876;0.3160698;0.0596422;0.3991442;1.4585425;0.0904321;2.1477581;0.6462853;1.2249225;1.0417245;0.7586245;1.4865771;0.6838255;0.8027516;1.1404506;0.8745445;22.117765;28.795853
NonFerrousMetals;0.1150693;0.1451313;0.933669;0.0199986;2.8772248;0.4684639;0.5425945;0.1023873;0.6852076;2.5038684;0.155244;3.6870392;1.1094729;2.1028148;1.7883202;1.3023247;2.5519951;1.1739177;1.3780774;1.9578025;1.5013235;37.969391;49.433612
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OthMin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ChemicalPharma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paper;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Auto_indus;47.0482297302585;63.627583340048;882.572632745584;9.06153775836431;9950.60358654516;235.990757228855;277.306950885251;30.3579048895495;204.1295006299;547.099563692926;75.5866867009048;404.788548877226;452.671720528318;138.587108440033;46.1325537091164;305.985506083174;10453.0883037266;2097.8848123143;2249.81142455834;507.702320442265;1602.34140862432;59.2290695791242;20066.3842083865
OthEquip;60.1889575227421;94.6431408077709;885.591902311613;13.0383573683682;9984.64446656995;338.742514217579;398.04803398902;51.8233349120243;348.465135799619;827.912892416172;122.72633094144;437.480662039293;828.893655149243;254.007834313633;103.549463704361;533.945041606052;1663.18569174198;333.79342752806;357.966391161288;1943.01570927021;798.338300402276;165.545228518283;8696.98297983714
Electronics;13.788322;34.305603;86.87207;3.0735628;267.70781;68.933552;79.841718;5.5523985;37.158359;211.94206;22.200158;107.17983;128.93814;42.536299;17.903453;84.173805;365.0561;167.92581;197.13029;41.099031;140.22022;10.476224;5327.474
Food_industry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OthManuf;20.780945;26.209991;168.61598;3.61165;519.61252;84.60226;97.989871;18.490646;123.74509;452.1862;28.036293;665.861;200.3653;379.75792;322.96175;235.19338;460.87765;212.00372;248.87393;353.56943;271.13159;6857.0836;8927.465
LandTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NavalTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AirTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AgriForest_Fish;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1528.29450787408;0;0;0
Construction;85.1949111373619;25.8893383957139;1945.09863577187;11.1666761263661;21930.0993422003;304.695896110095;358.040682518201;72.2723785129218;485.966489517417;894.413060564351;146.708804889629;340.541944919377;1931.30555146833;320.91660757957;101.818279997945;1093.80348134085;6675.68298217451;1339.77763903075;1436.80289627925;3376.02729522384;2636.74264522108;179245.682030293;92218.6894609666
Property_business;10.318756;13.014543;83.726083;1.7933609;258.01303;42.00916;48.656764;9.1815102;61.445491;224.53257;13.921391;330.63255;99.491169;188.56838;160.36631;116.78502;228.8483;105.27022;123.57808;175.56451;134.63009;3404.8774;4432.923
Compo;365.678045722149;497.69401675218;712.023323789791;55.7218740407401;8027.73778361942;1423.04260319576;1672.18257425128;380.120414683196;2555.96652271602;11329.950319948;458.180477411414;20507.1003254853;2586.37880267067;11976.5922911864;11462.9799987989;5448.15208538678;3094.89459614602;621.130545565115;666.112156193975;717.446499305214;1632.32763228746;666.788355662467;130691.638483942
