2030;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3457.9;0;0;0;123.7527435;14687.28311;1182.147483;65.14144859;4.662860258;21.6211804;51.58873145;304.4218057;0;0;0;0;0;0;19898.51936;2675.234351;17223.28501
COilFFuelExDies;0;71538.09349;1275.43301;0;52387.23864;1193.975376;1.963981665;5.331640959;31.18100773;1538.175538;229.4823794;1687.405317;4726.054374;53.62071657;248.6334829;362.9610528;1101.17515;6826.232078;763.0662974;21681.25655;0;0;220731.8419;386383.122;367474.8831;18908.23891
NaturalGas;0;30287.93094;26801.48417;0;1614.18277;0;0;0;0;1.906056654;550.3896829;330.8723745;881.5429406;63.06242065;292.4136469;405.7634348;1942.07317;522.9244198;207.8269888;357.5999965;0;0;0;64259.97301;64259.97301;0
Allbiofuel;0;0;0;2602.341098;0;3912.40796;241.3438787;655.1786771;3831.678005;305.3596341;4795.378203;15.05925121;62.11781023;391.1015073;1813.495532;10615.59384;3241.164623;5284.021013;184.9008283;15792.02623;0;0;0;53743.16809;53743.16809;0
Diesel;0;0;0;0;0;0;384.6014437;1044.081443;6106.096001;65.22524636;44.61919033;11.43813854;17.07492911;46.22424842;214.3368573;210.5813449;622.2543727;40596.40126;28.47618231;0;0;0;0;49391.41065;48680.11482;711.2958331
Electricity;0;2100.283583;0.000317055;809.5400991;212.8451226;12738.07293;198.5525781;539.012699;3152.305128;669.0601372;2939.355227;3652.649703;1782.697862;479.0934603;2221.504733;2561.430928;6808.139318;272.9452967;18201.5085;19047.11184;0;0;0;78386.10946;77078.15847;1307.950992
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;370088.0653;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11678.9581;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494222.7901;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77921.15029;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64389.91129;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30040.78396;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281049.7459;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13839.08541;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1099953.909;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41182.70934;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1997281.184;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;609281.8546;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8052014.776;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
