Row;Oil;Commodities;EnerSect;HybridCommod;FinEnerSect;OilS;-
Row;Gas_heating;Commodities;EnerSect;HybridCommod;PrimEnerSect;GasS;-
Row;Coal_lignite;Commodities;EnerSect;HybridCommod;PrimEnerSect;CoalS;-
Row;Electricity;Commodities;EnerSect;HybridCommod;FinEnerSect;ElecS;-
Row;Steel_Iron;Commodities;NonEnerSect;NonHybridCommod;-;SteelIronS;AllManuS
Row;NonFerrousMetals;Commodities;NonEnerSect;NonHybridCommod;-;NonMetalsS;AllManuS
Row;Cement;Commodities;NonEnerSect;NonHybridCommod;-;CementS;AllManuS
Row;OthMin;Commodities;NonEnerSect;NonHybridCommod;-;OthMinS;AllManuS
Row;ChemicalPharma;Commodities;NonEnerSect;NonHybridCommod;-;PharmaS;AllManuS
Row;Paper;Commodities;NonEnerSect;NonHybridCommod;-;PaperS;AllManuS
Row;Auto_transport;Commodities;NonEnerSect;NonHybridCommod;-;AutoS;AllManuS
Row;LandTransp;Commodities;NonEnerSect;NonHybridCommod;-;LandS;AllManuS
Row;NavalTransp;Commodities;NonEnerSect;NonHybridCommod;-;NavalS;AllManuS
Row;AirTransp;Commodities;NonEnerSect;NonHybridCommod;-;AirS;AllManuS
Row;AgriForest_Fish;Commodities;NonEnerSect;NonHybridCommod;-;AgriS;AllManuS
Row;Food_industry;Commodities;NonEnerSect;NonHybridCommod;-;FoodS;AllManuS
Row;Construction;Commodities;NonEnerSect;NonHybridCommod;-;ConstruS;AllManuS
Row;ManufacturedGoods;Commodities;NonEnerSect;NonHybridCommod;-;ManuS;AllManuS
Row;Compo;Commodities;NonEnerSect;NonHybridCommod;-;CompoS;-
Row;Labour_income;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;Labour_Tax;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;Capital_income;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;Production_Tax;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;Profit_margin;OthPart_IOT_AGG;Value_Added;-;-;-;-
Row;M_value;OthPart_IOT_AGG;-;-;-;-;-
Row;Trade_margins;OthPart_IOT_AGG;Margins;-;-;-;-
Row;Transp_margins;OthPart_IOT_AGG;Margins;-;-;-;-
Row;SpeMarg_Oil;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_Gas_heating;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_Coal_lignite;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_Electricity;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_Steel_Iron;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_NonFerrousMetals;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_Cement;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_OthMin;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_ChemicalPharma;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_Paper;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_Auto_transport;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_LandTransp;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_NavalTransp;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_AirTransp;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_AgriForest_Fish;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_Food_industry;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_Construction;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_ManufacturedGoods;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_Compo;OthPart_IOT_AGG;SpeMarg;SpeMarg_IC;-;-;-
Row;SpeMarg_C;OthPart_IOT_AGG;SpeMarg;SpeMarg_FC;-;-;-
Row;SpeMarg_G;OthPart_IOT_AGG;SpeMarg;SpeMarg_FC;-;-;-
Row;SpeMarg_I;OthPart_IOT_AGG;SpeMarg;SpeMarg_FC;-;-;-
Row;SpeMarg_X;OthPart_IOT_AGG;SpeMarg;SpeMarg_FC;-;-;-
Row;VA_Tax;OthPart_IOT_AGG;Taxes;-;-;-;-
Row;Energy_Tax_IC;OthPart_IOT_AGG;Taxes;-;-;-;-
Row;Energy_Tax_FC;OthPart_IOT_AGG;Taxes;-;-;-;-
Row;ClimPolCompensbySect;OthPart_IOT_AGG;Taxes;-;-;-;-
