2030;Crude_oil;Liquid_fuels;Gas_fuels;Solid_fuels;Elec_heating;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_indus;OthEquip;Electronics;Food_industry;OthManuf;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Construction;Property_business;Compo
Crude_oil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Liquid_fuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gas_fuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Solid_fuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Elec_heating;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Steel_Iron;0.0670297;0.0845413;0.5438768;0.0116495;1.6760285;0.2728876;0.3160698;0.0596422;0.3991442;1.4585425;0.0904321;2.1477581;0.6462853;1.2249225;1.0417245;0.7586245;1.4865771;0.6838255;0.8027516;1.1404506;0.8745445;22.117765;28.795853
NonFerrousMetals;0.1150693;0.1451313;0.933669;0.0199986;2.8772248;0.4684639;0.5425945;0.1023873;0.6852076;2.5038684;0.155244;3.6870392;1.1094729;2.1028148;1.7883202;1.3023247;2.5519951;1.1739177;1.3780774;1.9578025;1.5013235;37.969391;49.433612
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OthMin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ChemicalPharma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paper;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Auto_indus;43.0878032711557;58.271539849497;756.62739475476;9.3421717673426;4446.33863502495;205.547391129487;240.460015063888;26.9140289531111;174.222357209936;463.159607353394;63.4799701774824;312.291692779249;376.230551477308;115.184364013694;37.4549969553296;254.314750573277;7907.41145184923;2026.05557818247;2495.54909271756;464.785725775582;1575.50379387413;52.699053154771;17854.0614521917
OthEquip;53.3467764543974;83.8842652110482;734.760051577758;13.009155900783;4317.83467717928;285.540013675863;334.039551427754;44.4644137400706;287.831114685269;678.311606711162;99.7492066379023;326.641505404885;666.729704869862;204.313988114759;81.3636491193144;429.484551842337;1217.61713893153;311.980745142272;384.275368401966;1721.47309522645;759.681685508564;142.549226064055;7488.87904510716
Electronics;13.788322;34.305603;86.87207;3.0735628;267.70781;68.933552;79.841718;5.5523985;37.158359;211.94206;22.200158;107.17983;128.93814;42.536299;17.903453;84.173805;365.0561;167.92581;197.13029;41.099031;140.22022;10.476224;5327.474
Food_industry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OthManuf;20.780945;26.209991;168.61598;3.61165;519.61252;84.60226;97.989871;18.490646;123.74509;452.1862;28.036293;665.861;200.3653;379.75792;322.96175;235.19338;460.87765;212.00372;248.87393;353.56943;271.13159;6857.0836;8927.465
LandTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NavalTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AirTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AgriForest_Fish;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1521.507268425;0;0;0
Construction;80.7344201245257;24.5338682191424;1725.46932969615;11.9125263338594;10139.7610207967;274.610785139461;321.253967975441;66.2999616023477;429.178981750863;783.49539966646;127.491606751502;271.854693585915;1660.9466916645;275.992256768607;85.5385799643267;940.684539679889;5225.39869587867;1338.86395840912;1649.11599732167;3198.03779894;2682.66319107285;171608.633592071;88289.5649746998
Property_business;10.318756;13.014543;83.726083;1.7933609;258.01303;42.00916;48.656764;9.1815102;61.445491;224.53257;13.921391;330.63255;99.491169;188.56838;160.36631;116.78502;228.8483;105.27022;123.57808;175.56451;134.63009;3404.8774;4432.923
Compo;345.797050158943;470.635644901215;630.285267288976;59.3175204315922;3703.88607090214;1279.81208873134;1497.19076086314;347.968110049877;2252.49898637687;9903.84066916502;397.318984185517;16336.0780755972;2219.59714821757;10278.1580437608;9609.72888728494;4675.53431047815;2417.39105937536;619.389635231073;762.91945531819;678.179230148787;1657.23104501999;612.586243064583;120067.933308901
