2030;Crude_oil;Liquid_fuels;Gas_fuels;Solid_fuels;Elec_heating;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_indus;OthEquip;Electronics;Food_industry;OthManuf;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Construction;Property_business;Compo
Crude_oil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Liquid_fuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gas_fuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Solid_fuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Elec_heating;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Steel_Iron;0.0670297;0.0845413;0.5438768;0.0116495;1.6760285;0.2728876;0.3160698;0.0596422;0.3991442;1.4585425;0.0904321;2.1477581;0.6462853;1.2249225;1.0417245;0.7586245;1.4865771;0.6838255;0.8027516;1.1404506;0.8745445;22.117765;28.795853
NonFerrousMetals;0.1150693;0.1451313;0.933669;0.0199986;2.8772248;0.4684639;0.5425945;0.1023873;0.6852076;2.5038684;0.155244;3.6870392;1.1094729;2.1028148;1.7883202;1.3023247;2.5519951;1.1739177;1.3780774;1.9578025;1.5013235;37.969391;49.433612
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OthMin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ChemicalPharma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paper;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Auto_indus;42.122014450259;56.9654161325622;965.819941978527;6.95421566755475;6658.46929788894;228.439418229265;268.922438515461;31.5570477585445;195.872374888434;531.471283038865;72.1737330785232;370.428864258876;432.660778439486;132.460685084018;43.3220310658789;292.459018863901;9924.95658025206;2119.92251997536;2434.23517232309;481.024393587205;1788.46811674619;56.1028444782116;19007.2415535621
OthEquip;52.3184153311985;82.2672355998046;940.916886171883;9.71496063447808;6486.78487805805;318.359396190378;374.777648837807;52.3024270263548;324.637483413185;780.8542788651;113.7741304762;388.693588130531;769.192237374785;235.712812099218;94.4106703791004;495.487423068987;1533.1923742289;327.482460404136;376.037003176075;1787.33589901005;865.137277166644;152.24342734059;7998.16768036269
Electronics;13.788322;34.305603;86.87207;3.0735628;267.70781;68.933552;79.841718;5.5523985;37.158359;211.94206;22.200158;107.17983;128.93814;42.536299;17.903453;84.173805;365.0561;167.92581;197.13029;41.099031;140.22022;10.476224;5327.474
Food_industry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OthManuf;20.780945;26.209991;168.61598;3.61165;519.61252;84.60226;97.989871;18.490646;123.74509;452.1862;28.036293;665.861;200.3653;379.75792;322.96175;235.19338;460.87765;212.00372;248.87393;353.56943;271.13159;6857.0836;8927.465
LandTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NavalTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AirTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AgriForest_Fish;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1437.13239462453;0;0;0
Construction;74.999115725172;22.7910031299601;2092.97472578647;8.42649201797831;14429.1988436845;290.014224379943;341.409266282842;73.8709291624523;458.511657217158;854.335022257502;137.742094490123;306.424761534883;1815.06338153394;301.601153945282;94.0164205712598;1027.9692118457;6232.41470641267;1331.21351308183;1528.58732137245;3145.14407355682;2893.81345996796;173605.641946006;89316.9899656758
Property_business;10.318756;13.014543;83.726083;1.7933609;258.01303;42.00916;48.656764;9.1815102;61.445491;224.53257;13.921391;330.63255;99.491169;188.56838;160.36631;116.78502;228.8483;105.27022;123.57808;175.56451;134.63009;3404.8774;4432.923
Compo;325.363607394048;442.825383047367;774.362250632835;42.4987548790574;5338.53871139992;1368.9834421423;1611.58872345558;392.690149200084;2437.40006646308;10938.1955141853;434.785129847273;18650.2689687402;2456.74758102519;11376.316612986;10698.0122170308;5175.08666673665;2920.34459576529;623.771428440256;716.255576621042;675.541003643449;1810.66338809771;627.685677552902;123027.447848561
