2020;Coal;CrudeOil;NaturalGas;FossilFuels;BioFuels;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;FoodBeve;PaperPulp;RestIndus;FreightTransp;PassTransp;Comp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3046.324843;0;0;0;113.9520117;10769.34209;829.544204;134.0943661;47.42480561;91.46433989;317.7722352;0;0;0;0;0;0;0;15349.91889;2201.254308;13148.50109
CrudeOil;0;0;0;90937.57468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88659.67532;179597.25;161995.0451;17602.2049
NaturalGas;0;13925.8457;3557.383824;2743.778482;568.3004183;3977.597072;0;0;0;3.760088961;2429.452603;460.355708;1944.83863;822.3489654;833.4160001;3461.560711;0;1751.687778;144.5525573;614.9481229;0;0;0;37239.82666;28252.4044;8987.405524
FossilFuels;0;1102.919842;192.9829762;2729.000598;0;0;235.1173432;638.2754381;3732.822882;2721.612032;936.7254649;1368.18659;2388.632962;604.0784745;523.4149989;1828.636602;25080.92375;10889.42661;673.562232;22727.10375;0;0;12625.17987;90998.60242;85598.3507;5399.796901
BioFuels;0;0;0;0;1583.612798;1036.150055;201.8650088;548.0049883;3204.894686;403.9995965;2670.630395;10.24064989;131.1930893;2153.510287;10549.66824;2913.571094;3052.238698;2354.295651;171.0460878;18734.63763;0;0;0;49719.55895;49719.33467;0
Electricity;0;827.251614;144.7480338;363.5998682;516.199813;10122.93692;147.6590623;400.8515551;2344.298038;484.2563001;2079.987862;2030.194331;1668.687768;2196.216945;1928.120982;5409.240131;0;164.1083415;11671.37494;12308.78056;0;0;0;54808.51306;52680.4056;2128.149229
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252.59696;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.9720311;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;351.04581;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68.918058;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.077297;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.381905;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258.4516;0
FoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;791.91835;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.268739;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1829.7203;0
FreightTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258.08486;0
PassTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157.03112;0
Comp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5192.0107;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
