2020;Coal;CrudeOil;NaturalGas;FossilFuels;BioFuels;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;FoodBeve;PaperPulp;RestIndus;FreightTransp;PassTransp;Comp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3046.379753;0;0;0;141.4508994;11271.62806;975.686014;136.2586822;48.59003068;88.12553317;326.7243642;0;0;0;0;0;0;0;16034.84334;2206.014662;13828.82868
CrudeOil;0;0;0;90937.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88659.6;179597.2;161995;17602.2
NaturalGas;0;13925.34981;3596.586312;2743.87962;568.2999213;3997.099447;0;0;0;4.667573121;2542.166649;541.4711642;1923.329763;842.5941013;802.8583011;3530.494042;0;1582.184877;143.4109709;596.1140997;0;0;0;37340.50665;28351.3835;8989.125427
FossilFuels;0;1103.077831;193.017368;2729.589807;0;0;299.1249808;812.0376215;4749.035343;3378.465613;977.7411684;1609.263775;2623.943786;618.9499776;504.2230934;1872.635492;27497.42351;10588.68901;672.4209529;23204.63333;0;0;12982.36968;96416.64234;85598.90982;10817.73252
BioFuels;0;0;0;0;1671.852039;1009.449436;201.620963;547.3424746;3201.020111;501.4992526;2779.858092;12.04463047;136.0625645;2206.518581;10547.28639;2922.440223;3316.483624;2462.425825;168.9987602;20006.00633;0;0;0;51690.9093;51690.9093;0
Electricity;38.00003976;827.3335803;144.7674367;363.6003804;570.0005963;10250.30565;136.5820457;370.7806658;2168.434614;601.1312162;2122.336082;2387.923466;1789.083877;2250.290018;1857.429507;5598.086638;0;153.8126789;11589.26705;12460.64389;0;0;0;55679.80943;53551.65172;2128.147774
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253290.1257;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7991.539275;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;348212.0998;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70067.88766;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51907.53568;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15870.2346;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252949.4014;0
FoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;789011.3792;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38517.25224;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1820484.5;0
FreightTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265507.7799;0
PassTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165152.3896;0
Comp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5361068.6;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
