2020;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;6.01;0;0;0;0;0;0;0;0;4164.533963;0;0;0;0;0;0;102.2016688;9561.70708;464.8121251;1046.887224;174.1784182;10.28388342;47.68525891;0;106.6570423;50.45797792;25.0737376;64.69642085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15825.1848;2563.244367;13261.94043
CrudeOil;0;0;0;37565.49802;0;51887.0303;0;22547.33427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94743.93323;206743.7958;190314.2576;16429.53826
NaturalGas;0;17308.1679;5375.396284;1535.434251;0;2120.805732;386.5356;921.5889884;0;14002.46256;0;0;0;0;0;0;19.99952406;1187.883449;737.4625221;839.2155148;2388.976957;143.5088948;665.4352763;220.8226816;923.3821506;1392.616927;603.526746;1557.247706;0;0;0;0;1413.221356;0;0;0;3.313022939;18.98403416;19.08379067;186.0452388;683.6914697;0;0;0;54654.80858;42727.93029;11926.87829
OthFossFuel;0;290.0041103;254.944584;1463.752432;0;1849.137891;0;818.0974615;0;3538.203587;6.670591358;11.48583376;26.93793393;58.83214536;18.10872207;8.649230804;3609.416869;249.6682299;764.0995462;1852.472729;1820.403673;71.44355923;331.2760831;45.07538804;318.0874023;370.5744214;180.2319875;465.0429346;0;0;498.259279;989.9757452;0;0;3208.339509;0;19.96200002;114.3847469;114.9858111;447.3964856;7055.86344;0;0;11975.99404;42847.7784;37832.96708;5014.811317
OthBiofuel;0;0;0;0;2951.421625;0;0;0;0;2731.948121;122.6271307;211.1469226;495.2067018;1081.525879;332.8971164;159.000949;311.3447198;3643.4777;0;11.85371017;62.11323527;374.7583755;1737.714191;62.80854854;9745.340954;2396.886202;244.216264;630.1381328;0;0;0;0;0;0;0;0;0;0;0;179.1546732;6049.710198;0;0;0;33535.29135;33535.29135;0
Diesel;0;1327.561351;0.001071538;1057.618534;0;3.945424299;0.250728994;1.856466397;0;1242.119459;304.8598458;524.9264;1231.119393;2688.750937;827.6061178;395.287768;56.32211771;29.83124914;474.3227229;10.5247322;15.59560064;38.28471145;177.5220802;2.09112152;176.0931333;20.47049277;36.45092231;94.0523606;28715.13111;1026.644272;0;250.1461288;8310.574546;0;0;84.33990976;0.187807504;1.076160394;1.081815357;5.066392383;0;0;0;3760.252913;52891.9658;49724.56413;3167.401663
Biodiesel;0;0;0;0;0;0;0;0;0;0;20.96865413;36.1051161;84.67798272;184.9357638;56.92381821;27.18840347;3.875194619;1.878810264;25.62342325;0;1.183444249;2.751450128;12.75817766;0.149420886;11.25227167;1.552983233;3.221686651;8.312745343;1915.194265;63.03756329;0;0;554.2849396;0;0;0;0.013648218;0.07820599;0.078616943;0.270674263;0;0;0;0;3016.31726;3016.31726;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2557.408634;0;0;0;0;0;0;0;18754.32998;0;0;1758.367885;23070.1065;21940.13721;1129.969286
Ethanol;0;0;0;0;0;0;0;0;0;0;0.642697563;1.106636124;2.595413745;5.668354488;1.744737598;0.833335347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1912.116728;0;0;0;0;0;0;0;15470.76261;0;0;1205.156553;18600.62707;17953.9532;646.6738741
Electricity;0;910.2185367;62.24540802;149.2524386;45.37527671;177.2823392;11.26617045;83.41782291;593.69022;8626.922559;128.0951512;220.5620961;517.2882787;1129.751795;347.7412072;166.0909009;622.5685635;2321.789513;1357.138156;2669.512725;1884.919431;391.3599157;1814.693744;568.7692539;2023.312077;339.3733583;1103.240453;2846.632194;0;0;0;0;0;252.9479266;0;0;285.2496411;1634.515978;1643.104965;9241.434391;13809.50073;0;0;9.496036371;57988.75925;55333.863;2654.896246
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SugarCane;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Soy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestLivestoock;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MiningPellet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Textiles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
