2025;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;0;0;0;0;3873.702289;0;0;0;0;0;0;64.69869747;8781.208693;453.0357079;1151.677415;181.1427705;8.982527013;41.65100951;0;140.2758596;38.60488808;3.050407142;7.870802009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14745.90107;2495.047544;12250.85352
CrudeOil;0;0;0;41102.63835;0;58590.65934;0;22465.50231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151335.2;273494;255891.6;17602.4
NaturalGas;0;22484.28553;6151.499509;1547.598235;0;2206.057923;0;845.87202;0;11561.47949;0;0;0;0;0;0;28.47019132;1144.857482;818.3547577;1089.12795;2556.334653;138.9571233;644.3292024;226.7216717;1043.072101;1461.162632;632.543439;1632.117923;0;0;0;0;1428.011139;0;0;0;3.145771143;18.02566053;18.12038102;259.0092305;903.5203235;0;0;0;58842.67434;50303.71708;8538.957267
OthFossFuel;0;581.754818;547.9339764;1356.771658;0;1849.354409;0;778.7842135;0;1577.898936;12.09752388;20.83025938;48.85358458;106.6956804;32.84127088;15.68590708;3552.858595;233.2334195;795.5499028;1886.697919;1151.305656;65.16722542;302.1733998;33.92990478;221.15225;243.1819428;165.933382;428.1490096;0;0;510.9981164;1221.43894;0;0;3290.36611;0;18.22849364;104.4515394;105.000407;460.4397053;7381.550477;0;0;12887.08818;41988.39681;37655.08573;4333.31108
OthBiofuel;0;0;0;0;2245.262336;0;0;0;0;2446.160627;100.9545643;173.8297672;407.6861012;890.3818693;274.0623804;130.8998379;315.7159325;3855.506368;0;13.15568573;58.12814952;362.9379513;1682.904158;63.96161469;11226.28217;2428.056721;242.1927063;624.9168555;0;0;0;0;0;0;0;0;0;0;0;176.1089392;5286.026229;0;0;0;33005.13097;33005.13097;0
Diesel;0;1315.593079;0.00004;1457.122279;0;3.989647049;0.253545326;1.786856656;0;94.30934979;305.3701186;525.8050191;1233.180034;2693.251354;828.9913605;395.9493986;56.39805249;26.56644042;574.8990906;11.34664131;14.15857047;36.66447125;170.0092011;2.014938761;188.6398178;18.43821359;30.599676;78.95470345;29616.47819;1136.343792;0;317.9061319;8571.437435;0;0;107.1860461;0.177709417;1.018297097;1.023648002;6.183690064;0;0;0;6807.983876;56630.03071;56630.03071;0
Biodiesel;0;0;0;0;0;0;0;0;0;0;22.42328513;38.60978907;90.55223758;197.7650705;60.87271975;29.074509;4.144023424;2.009146509;27.40096345;0;1.183444249;2.942322876;13.64323402;0.159786465;12.03286078;1.660716307;3.445180503;8.889414545;2048.054531;67.41058567;0;0;592.7366233;0;0;0;0.014595018;0.083631272;0.084070734;0.289451394;0;0;0;0;3225.482192;3225.482192;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2324.112248;0;0;0;0;0;0;0;17043.48982;0;0;3048.326939;22415.929;22415.929;0
Ethanol;0;0;0;0;0;0;0;0;0;0;0.635964907;1.095043423;2.568225172;5.608974951;1.726460387;0.824605641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2130.225426;0;0;0;0;0;0;0;17235.46026;0;0;1304.511341;20682.6563;20682.6563;0
Electricity;0;915.8171338;63.06329013;144.4184551;46.53788962;185.0878174;11.76248187;82.89590394;596.210521;8697.90834;138.5945472;238.6406007;559.688123;1222.352579;376.2440241;179.7046413;633.135226;2510.390779;1620.295837;3024.884517;1827.103377;384.36956;1782.280218;577.0534933;2181.792968;339.5845354;1111.12533;2866.977119;0;0;0;0;0;329.816862;0;0;270.9569913;1552.617315;1560.775943;10626.4388;16368.29636;0;0;0;63026.82158;60693.63021;2333.191368
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SugarCane;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Soy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestLivestoock;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MiningPellet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Textiles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ceramics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OthIndustry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightRoad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightRail;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightAir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightWater;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassRoad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassRail;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassAir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassWater;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WaterSewage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Health;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Composite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ktoe_ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
