2026;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;0.045952082;0;0;0;0;0;0;0;0;3844.000719;0;0;0;0;0;0;65.45209422;8800.161905;462.3701393;1183.4927;178.3137333;8.957761315;41.53617364;0;141.2667282;38.73111098;3.039134473;7.841715745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14775.20987;2474.597859;12300.61201
CrudeOil;0;0;0;42149.09242;0;60106.27847;0;22706.30912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161487.8174;286449.4974;268847.0939;17602.40353
NaturalGas;0;23752.90805;6423.414706;1556.551284;0;2219.703903;0;838.5360773;0;12185.8777;0;0;0;0;0;0;37.94884556;1153.062284;845.7137867;1156.272099;2568.688157;139.3296789;646.0567026;227.3225908;1084.546775;1478.082014;632.3566888;1631.636062;0;0;0;0;1366.327026;0;0;0;3.151572549;18.05890332;18.15379849;272.277025;942.335182;0;0;0;61198.31091;53523.13176;7675.179147
OthFossFuel;0;632.581996;598.7726309;1354.552483;0;1858.169855;0;770.7981874;0;1562.142782;13.38626476;23.04929254;54.05792325;118.0618976;36.33982881;17.35691594;3549.142932;235.6210176;799.0108963;1895.481126;1126.895205;65.2335987;302.4811655;33.60693597;211.3779128;236.1332142;164.6405474;424.8131776;0;0;526.6626424;1292.843066;0;0;3391.231503;0;18.09150259;103.6665636;104.2113063;463.0124256;7460.392169;0;0;13190.77283;42634.5918;38584.95407;4049.637723
OthBiofuel;0;0;0;0;2288.300951;0;0;0;0;2644.201058;99.00071667;170.4655123;399.7958534;873.1496566;268.7582504;128.3664374;318.7590316;3950.976986;0;13.54822571;57.91137546;364.6063199;1690.640204;64.16108259;11433.64412;2450.476661;242.5855302;625.9304379;0;0;0;0;0;0;0;0;0;0;0;173.0093797;5197.370122;0;0;0;33455.65791;33455.65791;0
Diesel;0;1313.832292;0.00004;1506.537586;0;4.00494288;0.254518635;1.766891873;0;95.7835742;309.4034979;532.7499392;1249.468081;2728.824266;839.9408162;401.1791641;56.98282377;26.7184673;587.3682116;11.63203419;14.03346804;36.66941865;170.0321416;2.012008514;191.5669974;18.52621596;30.50470196;78.70964703;29749.6312;1169.007358;0;337.4930724;8609.973846;0;0;113.7900291;0.169287828;0.970040345;0.975137673;6.028897574;0;0;0;8020.333497;58216.87412;58216.87412;0
Biodiesel;0;0;0;0;0;0;0;0;0;0;22.77380133;39.21332937;91.96773159;200.8564935;61.82426962;29.52899577;4.208801948;2.040553075;27.82928969;0;1.183444249;2.988316664;13.85650225;0.162284214;12.22095599;1.686676283;3.499034858;9.02837205;2080.069299;68.46433412;0;0;602.0021606;0;0;0;0.014823164;0.084938578;0.08538491;0.293976039;0;0;0;0;3275.883769;3275.883769;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2152.266294;0;0;0;0;0;0;0;15783.28616;0;0;4759.140383;22694.69284;22694.69284;0
Ethanol;0;0;0;0;0;0;0;0;0;0;0.648107378;1.115951076;2.61726027;5.716067054;1.759423678;0.840349828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2235.352863;0;0;0;0;0;0;0;18086.0368;0;0;1346.50222;21680.58904;21680.58904;0
Electricity;0;918.8987374;63.27769261;144.7184767;46.69895738;186.6616858;11.86256058;82.35099113;598.2109615;8840.409641;142.418375;245.2247021;575.1299353;1256.077323;386.6246081;184.6626978;642.232966;2562.410485;1661.634447;3115.560154;1820.53372;386.190899;1790.72557;578.9305811;2224.001389;342.6494993;1113.076558;2872.011768;0;0;0;0;0;355.206455;0;0;270.4100569;1549.483313;1557.625473;10971.99102;16810.29129;0;0;0;64308.19299;62065.47488;2242.71811
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SugarCane;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Soy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestLivestoock;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MiningPellet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
