2021;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;4.808;0;0;0;0;0;0;0;0;4106.367628;0;0;0;0;0;0;94.67522659;9405.607403;462.3540842;1068.465668;175.0870838;10.02902596;46.50351235;0;112.0422912;48.09211866;20.67795604;53.35422136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15608.06422;2548.141074;13059.92315
CrudeOil;0;0;0;38273.44644;0;53235.76485;0;22522.43879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106064.3282;220095.9783;203429.4439;16666.53441
NaturalGas;0;18345.28828;5528.720082;1537.953652;0;2139.189087;309.22848;905.0260745;0;13516.73655;0;0;0;0;0;0;21.68447029;1179.402243;753.5860029;888.9418897;2422.38654;142.6127272;661.2798434;222.0084879;947.2287503;1406.325527;609.3306952;1572.223325;0;0;0;0;1416.24592;0;0;0;3.279976322;18.79467293;18.89343439;200.5597269;727.4286899;0;0;0;55494.35512;44274.72683;11219.62829
OthFossFuel;0;344.9630717;310.0258477;1446.619484;0;1856.961202;0;812.9720742;0;3143.791791;7.818157555;13.46178369;31.5721651;68.95325422;21.22403167;10.13718957;3609.87795;252.3503647;772.9513231;1865.996237;1691.63294;70.44366028;326.6396595;42.94363819;299.2715263;345.9239983;177.9290305;459.1007382;0;0;502.6477733;1041.571044;0;0;3236.597446;0;19.67944452;112.7656687;113.358225;451.7960592;7150.041189;0;0;12211.63886;42823.65683;37946.32475;4877.332079
OthBiofuel;0;0;0;0;2811.185827;0;0;0;0;2681.743995;118.3183871;203.7278634;477.8066479;1043.524356;321.2001265;153.4141403;312.163482;3684.906636;0;12.10968101;61.31503794;372.36229;1726.603801;63.02741911;10034.21412;2402.698304;243.7791385;629.0102415;0;0;0;0;0;0;0;0;0;0;0;178.5249239;5897.622853;0;0;0;33429.25927;33429.25927;0
Diesel;0;1325.027701;0.000851799;1137.516415;0;3.955220294;0.251352824;1.841625162;0;1004.477303;304.9344024;525.0547762;1231.420476;2689.408499;827.8085174;395.3844397;56.33219819;29.17084303;494.5383249;10.68931906;15.30468942;37.95479447;175.9922907;2.075582068;178.604159;20.05922661;35.26890528;91.00246544;28894.03427;1048.646444;0;263.772165;8362.35171;0;0;88.93409904;0.185756013;1.064405093;1.069998285;5.290985245;0;0;0;4373.822132;53633.24634;51096.11569;2537.130652
Biodiesel;0;0;0;0;0;0;0;0;0;0;21.25573828;36.59943522;85.83731829;187.4677397;57.70316847;27.5606429;3.928250335;1.904533262;25.97423636;0;1.183444249;2.789120534;12.93285127;0.151466623;11.40632776;1.574245298;3.265795117;8.426556053;1941.415401;63.90061751;0;0;561.8737157;0;0;0;0.013835077;0.079276717;0.079693297;0.274380094;0;0;0;0;3057.597789;3057.597789;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2510.758222;0;0;0;0;0;0;0;18412.22696;0;0;2016.285816;22939.271;22035.32302;903.9479805
Ethanol;0;0;0;0;0;0;0;0;0;0;0.641308078;1.104243624;2.58980257;5.656099745;1.740965549;0.831533711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1955.736366;0;0;0;0;0;0;0;15823.68514;0;0;1225.039079;19017.02454;18499.46186;517.562685
Electricity;0;911.4163657;62.41988549;148.2440495;45.62298435;178.9237636;11.3705407;83.3102787;594.2307683;8641.173434;130.1965236;224.180368;525.7742773;1148.28512;353.445824;168.815585;624.7235859;2359.538281;1409.656231;2740.501987;1873.558868;389.999653;1808.386352;570.4653543;2055.038104;339.4430417;1104.900531;2850.915604;0;0;0;0;0;268.2768914;0;0;282.4264955;1618.339003;1626.842983;9518.008982;14320.20656;0;0;7.605683125;58996.24396;56405.82274;2590.421213
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SugarCane;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Soy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
