2017;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;9.616;0;0;0;0;0;0;0;0;4339.032966;0;0;0;0;0;0;124.8328929;10030.00611;472.3900649;980.4007974;172.4188318;11.03350498;51.16117328;0;93.16353693;57.54396892;38.24245303;98.67495127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16478.51725;2611.170264;13867.34699
CrudeOil;0;0;0;35439.77254;0;47811.888;0;22652.83962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60772.26049;166676.7607;150970.3699;15706.39072
NaturalGas;0;14187.57058;4924.661092;1527.563118;0;2060.839319;618.45696;976.4070096;0;15451.8597;0;0;0;0;0;0;14.97385424;1212.911001;689.2570963;690.8452003;2288.91026;146.1496751;677.6802896;217.2425908;852.1213732;1351.471457;586.1036611;1512.291854;0;0;0;0;1403.912231;0;0;0;3.410816491;19.54440339;19.64710451;142.750165;553.202581;0;0;0;52129.78339;37976.20352;14153.57987
OthFossFuel;0;138.5846618;103.1793181;1516.825705;0;1821.495917;0;833.4829893;0;4741.7065;3.17358146;5.464467406;12.81591438;27.98981316;8.615353801;4.114933302;3609.25802;240.0512251;737.9789334;1811.465043;2204.48629;74.37014801;344.8463598;51.5258659;375.0591442;444.6186242;187.1881001;482.9914191;0;0;484.8939332;832.3767687;0;0;3122.27876;0;20.80792055;119.2319769;119.8585121;433.6900655;6764.314648;0;0;11246.39429;42925.1352;37493.85327;5431.281935
OthBiofuel;0;0;0;0;3369.76092;0;0;0;0;2860.568801;135.4954363;233.3043613;547.172944;1195.019568;367.8308362;175.6862681;309.0546928;3521.985347;0;11.09811902;64.5153713;382.0566247;1771.555386;62.18690333;8900.129704;2380.716599;245.6292763;633.7840528;0;0;0;0;0;0;0;0;0;0;0;181.1102503;6504.726119;0;0;0;33853.38758;33853.38758;0
Diesel;0;1335.628822;0.001773468;817.934738;0;3.9126264;0.248640457;1.904119085;0;1961.178509;304.7276297;524.6987423;1230.585463;2687.58484;827.2471894;395.1163339;56.3088608;31.83744058;413.3357893;10.03023767;16.48008657;39.29409048;182.202462;2.138752427;168.5536472;21.72042322;40.03649337;103.3040174;28182.9104;960.4236764;0;209.0174347;8156.542171;0;0;70.47285388;0.194068658;1.112037589;1.117881078;4.388772848;0;0;0;1905.968663;50668.15969;45620.58906;5047.570632
Biodiesel;0;0;0;0;0;0;0;0;0;0;20.11863076;34.64149367;81.24532251;177.4388725;54.61625112;26.08624506;3.718102705;1.802647405;24.58470571;0;1.183444249;2.639912358;12.24098904;0.14336369;10.79612919;1.49002869;3.091086521;7.975764828;1837.556479;60.48215835;0;0;531.8154405;0;0;0;0.013094949;0.07503569;0.075429984;0.25970172;0;0;0;0;2894.09033;2894.09033;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2697.334472;0;0;0;0;0;0;0;19780.4528;0;0;984.825727;23462.613;21654.5011;1808.111893
Ethanol;0;0;0;0;0;0;0;0;0;0;0.647019333;1.114077613;2.612866403;5.706470898;1.756469951;0.838939045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1781.265273;0;0;0;0;0;0;0;14412.05539;0;0;1145.4679;17351.4644;16318.22119;1033.243218
Electricity;0;906.3554925;61.68460581;152.4128512;44.58025732;172.0905107;10.93604625;83.74958207;591.9420048;8583.98415;121.7858649;209.6983796;491.8094076;1074.106226;330.6133237;157.9101459;615.9593969;2208.444496;1199.975865;2456.838759;1918.300766;395.3100341;1833.010017;563.5452794;1928.030701;339.0694411;1097.97299;2833.040841;0;0;0;0;0;207.1158857;0;0;293.5967924;1682.346195;1691.186518;8413.182843;12281.02155;0;0;15.13650224;54966.74372;52117.95365;2848.790071
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SugarCane;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Soy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestLivestoock;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MiningPellet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
