2018;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;8.414;0;0;0;0;0;0;0;0;4280.866632;0;0;0;0;0;0;117.2815241;9873.906435;469.8346222;1002.847452;172.86535;10.78604568;50.01373119;0;97.27622662;55.18375339;33.85558762;87.35575765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16260.48712;2594.835047;13665.65207
CrudeOil;0;0;0;36148.6845;0;49175.45247;0;22612.15067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72098.28352;180034.5712;164084.6341;15949.93709
NaturalGas;0;15229.64275;5073.033098;1530.242884;0;2081.690862;541.14984;957.2155426;0;14970.04587;0;0;0;0;0;0;16.6441029;1204.641136;705.2981467;740.1643603;2322.240808;145.2777566;673.6372974;218.4400928;875.8282217;1365.191586;591.9139755;1527.283897;0;0;0;0;1407.057235;0;0;0;3.378453117;19.35895723;19.46068387;157.1395125;596.5758282;0;0;0;52972.55289;39579.86249;13392.6904
OthFossFuel;0;186.9607696;151.6674158;1498.830939;0;1831.410785;0;828.3446044;0;4337.33342;4.347955158;7.486576142;17.55840262;38.34735425;11.803438;5.637651246;3609.122897;243.5070448;746.62021;1825.205489;2076.780775;73.40591467;340.3753137;49.36674205;355.9841872;419.9188973;184.8616957;476.9887225;0;0;489.3811586;885.3561393;0;0;3151.172436;0;20.52614856;117.6173883;118.2354392;438.3387799;6862.918857;0;0;11493.16429;42898.57784;37606.73927;5291.838571
OthBiofuel;0;0;0;0;3230.669839;0;0;0;0;2821.440592;131.2144206;225.9330456;529.884864;1157.262595;356.2091195;170.135412;309.7902846;3562.024961;0;11.34798679;63.7131408;379.6046039;1760.18563;62.38829654;9178.326707;2385.894907;245.1410168;632.5242231;0;0;0;0;0;0;0;0;0;0;0;180.4470233;6353.216835;0;0;0;33747.3555;33747.3555;0
Diesel;0;1332.858387;0.001532034;897.8276084;0;3.924166001;0.24937527;1.887687034;0;1720.424157;304.7557684;524.7471932;1230.699096;2687.833013;827.3235778;395.152819;56.31032067;31.16435922;433.7240251;10.19519705;16.18321041;38.95421115;180.6264781;2.122699049;171.0679258;21.30096917;38.83441773;100.202366;28359.53525;982.5345051;0;222.7706571;8207.659959;0;0;75.10992557;0.191963021;1.099972023;1.10575211;4.615315206;0;0;0;2526.428764;51409.42263;46986.73165;4422.690981
Biodiesel;0;0;0;0;0;0;0;0;0;0;20.4001185;35.12617654;82.38205802;179.9214901;55.38040875;26.45122806;3.770124154;1.82786896;24.92868008;0;1.183444249;2.676848418;12.41225757;0.145369548;10.94718211;1.510876272;3.134335138;8.087356916;1863.26646;61.32838821;0;0;539.2562812;0;0;0;0.013278166;0.076085544;0.076485355;0.26333531;0;0;0;0;2934.566137;2934.566137;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2650.696687;0;0;0;0;0;0;0;19438.44237;0;0;1242.63844;23331.7775;21749.72603;1582.051462
Ethanol;0;0;0;0;0;0;0;0;0;0;0.645551414;1.11155006;2.606938488;5.693524399;1.752484977;0.837035711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1824.881097;0;0;0;0;0;0;0;14764.94706;0;0;1165.371425;17767.84666;16863.32608;904.5205854
Electricity;0;907.6905869;61.87809561;151.3361554;44.85435676;173.8675253;11.04903848;83.63751004;592.547051;8598.329659;123.8898708;213.321186;500.306041;1092.662778;336.3250896;160.6382446;618.1878141;2246.243552;1252.294331;2527.67839;1907.296911;394.016325;1827.011227;565.3104828;1959.809348;339.1874432;1099.779363;2837.701728;0;0;0;0;0;222.3659833;0;0;290.8359296;1666.526108;1675.2833;8689.007665;12789.87442;0;0;13.26173083;55974.00524;53189.92931;2784.075932
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SugarCane;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Soy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestLivestoock;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MiningPellet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Textiles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ceramics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OthIndustry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightRoad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightRail;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightAir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightWater;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassRoad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassRail;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassAir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassWater;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WaterSewage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Health;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Composite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ktoe_ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
