2022;Coal;CrudeOil;NaturalGas;OthFossFuel;OthBiofuel;Diesel;Biodiesel;Gasoline;Ethanol;Electricity;PlantedForest;SugarCane;Soy;RestAgri;Cattle;RestLivestoock;Cement;IronSteel;MiningPellet;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;Textiles;PaperPulp;Ceramics;Construction;OthIndustry;FreightRoad;FreightRail;FreightAir;FreightWater;PassRoad;PassRail;PassAir;PassWater;WaterSewage;Education;Health;Composite;C;G;I;X;Tot_uses;Y;M
Coal;3.606;0;0;0;0;0;0;0;0;4048.201293;0;0;0;0;0;0;87.15959588;9249.507725;459.939141;1089.740284;176.1993802;9.771544325;45.30959774;0;117.9896674;45.72406212;16.27831959;42.00207532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15391.42869;2533.628502;12857.80018
CrudeOil;0;0;0;38981.11699;0;54580.22278;0;22502.09779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117383.4704;233446.9079;216544.8046;16902.10338
NaturalGas;0;19381.30073;5683.151797;1540.426806;0;2156.860674;231.92136;889.2211744;0;13029.75168;0;0;0;0;0;0;23.37410242;1170.856631;769.7370243;938.7986677;2455.825919;141.709184;657.0902112;223.1910424;971.121383;1420.033288;615.1338486;1587.19689;0;0;0;0;1419.235264;0;0;0;3.246720421;18.60411247;18.70187258;215.1141443;771.2823321;0;0;0;56332.88686;45804.78672;10528.10014
OthFossFuel;0;402.4310908;367.6201088;1429.724935;0;1864.09413;0;807.8338707;0;2753.076739;8.956026436;15.42103619;36.16723548;78.98883635;24.31301587;11.61257459;3610.572707;254.7497073;781.8882076;1879.444033;1562.398146;69.42994069;321.939151;40.82153969;280.5484458;321.2838297;175.634284;453.1797267;0;0;507.0008046;1092.656419;0;0;3264.627035;0;19.39643914;111.1440126;111.7280475;456.1024105;7242.567709;0;0;12443.12627;42800.47846;38059.85781;4740.620649
OthBiofuel;0;0;0;0;2670.490418;0;0;0;0;2627.998875;113.9979561;196.28868;460.3593964;1005.419755;309.4714086;147.8121775;313.0099367;3726.815047;0;12.36780312;60.51767373;369.9830356;1715.571455;63.25213733;10326.70729;2408.721169;243.3584662;627.9248033;0;0;0;0;0;0;0;0;0;0;0;177.9057375;5745.253974;0;0;0;33323.2272;33323.2272;0
Diesel;0;1322.566262;0.000638649;1217.4158;0;3.964507603;0.251944275;1.827264292;0;767.7851055;305.0231153;525.2075274;1231.778726;2690.190913;828.0493469;395.4994667;56.34490771;28.51430252;514.701278;10.8537923;15.01559735;37.62791573;174.4765893;2.060199349;181.1141927;19.65045753;34.0930056;87.96835452;29073.63225;1070.61548;0;277.3594128;8414.329965;0;0;93.51521033;0.183721035;1.052744415;1.058276333;5.514983561;0;0;0;4985.289815;54374.53307;52469.33764;1905.195425
Biodiesel;0;0;0;0;0;0;0;0;0;0;21.54472457;37.09702956;87.0043353;190.0164918;58.48768248;27.93534867;3.981657583;1.930426693;26.32737385;0;1.183444249;2.827040534;13.10868222;0.153525916;11.56140458;1.595648238;3.310195834;8.541120842;1967.81027;64.76939008;0;0;569.5127729;0;0;0;0.014023175;0.080354538;0.080776781;0.278110479;0;0;0;0;3099.151831;3099.151831;0
Gasoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2464.103455;0;0;0;0;0;0;0;18070.092;0;0;2274.240044;22808.4355;22130.49534;677.9401643
Ethanol;0;0;0;0;0;0;0;0;0;0;0.639941436;1.101890456;2.584283643;5.64404647;1.737255513;0.829761694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1999.35712;0;0;0;0;0;0;0;16176.6167;0;0;1244.915464;19433.42646;19045.09219;388.3342754
Electricity;0;912.5731276;62.58864463;147.2570888;45.86273473;180.5234666;11.47225796;83.2043011;594.7520985;8655.396045;132.29711;227.7972867;534.2571022;1166.811515;359.1483073;171.5392501;626.8566775;2397.272041;1462.233979;2811.535997;1862.091707;388.619502;1801.986741;572.1408061;2086.748422;339.4982864;1106.516894;2855.086218;0;0;0;0;0;283.629431;0;0;279.5847371;1602.055373;1610.473787;9794.807757;14831.46635;0;0;5.710672756;60003.79572;57477.77873;2526.016983
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SugarCane;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Soy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestLivestoock;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MiningPellet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Textiles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ceramics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OthIndustry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightRoad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightRail;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightAir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreightWater;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassRoad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassRail;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassAir;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PassWater;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
