2022;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3761.4;0;0;0;116.2111827;13296.18969;1002.365007;68.28294769;4.316435499;20.01484613;47.97045057;268.6189202;0;0;0;0;0;0;18585.36948;2650.829582;15934.5399
COilFFuelExDies;0;53533.2859;960.1624098;0;39020.46399;1224.131963;1.840175843;4.995544039;29.21541388;1465.507292;169.0040522;1441.654711;4574.665483;56.22809125;260.7235982;339.5577325;1024.572372;6694.96455;632.1021647;23982.9864;0;0;112544.3118;247960.3737;225153.1699;22807.20374
NaturalGas;0;16294.92243;9335.009383;0;1611.376291;0;0;0;0;1.609975319;473.3099417;252.4644617;830.5641262;59.05954081;273.8527246;339.0190386;1700.391808;645.8038763;70.69433339;258.5139446;0;0;0;32146.59187;27971.63385;4174.958024
Allbiofuel;0;0;0;1894.733754;0;2933.752307;196.6468881;533.8393032;3122.049584;293.9444916;3314.630383;12.7600318;64.93676319;406.285611;1883.902584;9899.2449;3213.122853;4926.947033;174.3391326;15988.44358;0;0;0;48859.5792;48859.5792;0
Diesel;0;0;0;0;0;0;327.5846611;889.2974044;5200.873325;53.48708632;36.34106463;9.53333487;17.57269444;42.00938477;194.7929889;192.185592;548.6230075;37209.03472;32.92738253;0;0;0;0;44754.26265;35269.14937;9485.113278
Electricity;0;1326.016056;0.000650987;688.9448409;152.5929287;11474.70425;142.4749166;386.7781023;2261.992338;555.040485;2389.388487;2715.137353;1856.023565;440.4767603;2042.443258;2210.183113;6399.615056;218.0368785;13454.63351;13754.50085;0;0;0;62468.9834;60477.92915;1991.054252
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287652.0688;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9077.505527;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;384136.1592;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64960.63856;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56537.04866;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22440.39338;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272682.6317;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12786.32003;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1016278.337;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38812.37417;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1882324.546;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;501687.7722;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6258452.852;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
