;Crude_oil;Liquid_fuels;Gas_fuels;Solid_fuels;Elec_heating;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_indus;OthEquip;Electronics;Food_industry;OthManuf;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Construction;Property_business;Compo
Crude_oil;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Liquid_fuels;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Gas_fuels;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Solid_fuels;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Elec_heating;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Steel_Iron;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
NonFerrousMetals;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Cement;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
OthMin;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
ChemicalPharma;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Paper;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Auto_indus;0.0;0.0;0.0;0.0;2186.68281639207;241.691220058833;284.50187736184;22.3714977818551;176.957402794023;2277.89270655444;115.270160252277;0.0;0.0;0.0;0.0;0.0;2072.28610371762;0;0;0;0;0;0.0
OthEquip;0.0;0.0;0.0;0.0;4042.87937557715;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Electronics;0.0;0.0;0.0;0.0;316.598405103581;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Food_industry;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
OthManuf;0.0;0.0;0.0;0.0;412.89299;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
LandTransp;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
NavalTransp;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
AirTransp;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
AgriForest_Fish;0.0;0.0;0.0;0.0;0;1395.03483311868;1642.13672681537;147.959641414386;1170.35319308216;14172.3855691863;749.2560416398;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Construction;0.0;0.0;0.0;0.0;5345.83046193143;326.656304545074;384.516789118496;55.7511928849406;440.989083153358;3898.19513985413;234.199690671293;0.0;0.0;0.0;0.0;0.0;7005.82249302012;0;0;0;0;177732.093174713;0.0
Property_business;0.0;0.0;0.0;0.0;205.02156;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
Compo;0.0;0.0;0.0;0.0;1761.56415917759;1007.52515725238;1185.98763603332;193.649578683148;1531.75825910593;32611.2168312494;483.036862009541;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0.0
