2022;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;4286.8;0;0;0;119.6121345;13424.19212;1035.32996;69.7451016;4.326482831;20.06143453;48.89852948;277.4876757;0;0;0;0;0;0;19286.45344;3068.466544;16217.9869
COilFFuelExDies;0;52776.25848;3.64E-05;0;39282.48931;1619.43349;2.213637232;6.009383462;35.14464564;3382.831676;309.9270163;2101.139254;2870.936882;77.73531437;360.4502735;415.438075;1841.225169;7902.502659;760.3861487;27618.72533;0;0;115760.3162;257123.163;230514.1325;26609.03057
NaturalGas;0;16291.64215;3414.379532;0;1615.786421;5592.305156;0;0;0;1.723855878;503.6294253;271.428542;881.733109;63.3739101;293.8579899;359.204485;1829.678497;672.7797415;73.64730546;269.3123271;0;0;0;32134.48245;27961.28018;4173.202261
Allbiofuel;0;0;0;1821.956081;0;2932.019214;196.6499415;533.8475921;3122.09806;298.4334361;3167.862238;13.1685889;66.1507096;418.3360597;1939.779215;10056.29674;3304.116638;5125.96;174.3397181;16122.84165;0;0;0;49293.85588;49293.85588;0
Diesel;0;0;0;0;0;0;327.1557233;888.1329627;5194.063327;53.41705059;36.463499;9.825594008;17.88385101;41.95437789;194.5379279;195.2078124;566.0858944;38968.80604;32.88431857;0;0;0;0;46526.41837;35268.43813;11257.98025
Electricity;0;1331.103085;0.000258134;680.2585109;147.3233562;11513.91343;142.4572084;386.7300297;2261.711195;554.9714991;2402.542864;2714.799889;1891.12931;440.4220135;2042.189403;2209.908409;6599.280346;218.0097788;13452.96123;13752.79131;0;0;0;62742.50313;60751.45144;1991.051686
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287652.0688;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9077.505527;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;384136.1592;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64960.63856;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56537.04866;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22440.39338;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272682.6317;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12786.32003;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1016278.337;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38812.37417;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1882324.546;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;501687.7722;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6258452.852;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
